source_row_id,question,gold_answer,KG answer,file_path,taxonomy_label,LLM explanation,difference_severity
364,what is the transfer speed for sata 1,"1.5, 3.0, 6.0 and 16 Gbit/s",1.5,SimpleQA/NQ_table_test_simple/00626.json,Different answer,"Gold answer incorrectly lists multiple speeds (1.5, 3.0, 6.0, 16 Gbit/s) for SATA 1, but SATA 1 is defined as 1.5 Gbit/s only. The other speeds belong to later SATA versions. KG answer correctly states 1.5 Gbit/s. Gold's inclusion of incorrect values creates a factual conflict, making the difference major.",major
365,where was held the first session of muslim league,"Dhaka, Bangladesh",Lucknow,SimpleQA/NQ_table_test_simple/00597.json,Different answer,"The Gold answer correctly identifies Dhaka, Bangladesh as the location of the first Muslim League session (1906). The KG answer states Lucknow, which is factually incorrect for the first session (Lucknow hosted the second session in 1907). The core location fact conflicts, with no temporal or precision-based explanation.",major
366,who helped the british in the french and indian war,Iroquois Confederacy,"Cherokee|Cherokee (lang:en)
Edward Braddock|Edward Braddock (lang:en)
Wabanaki Confederacy|Wabanaki Confederacy (lang:en)
Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal|Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal (lang:en)
Algonquin people|Algonquin people (lang:en)
...|...
Catawba people|Catawba people (lang:en)
James Abercrombie|James Abercrombie (lang:en)
Iroquois|Iroquois (lang:en)
Kingdom of France|Kingdom of France (lang:en)
Lenape|Lenape (lang:en)",SimpleQA/NQ_table_test_simple/00352.json,Different answer,"The Gold answer correctly identifies the Iroquois Confederacy as a British ally. The KG answer incorrectly includes the Wabanaki Confederacy, which was a French ally during the war, creating a factual conflict. This is a major discrepancy as the Wabanaki were not British supporters.",major
368,"How many games were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00152.json,Different answer,"Gold answer is 7, KG answer is 0. The core fact of the number of games played at Fenway Park conflicts. The KG answer is factually incorrect for the historical series. The difference is major and not due to precision or time.",major
369,"How many championships were won by the Chinese football club whose home stadium is the Workers ' Stadium with a seating capacity of 66,161",7,0,ComplexQA/OTT_QA_dev_complex/00373.json,Different answer,"Gold states 7 championships, KG states 0. Core fact (number of championships) conflicts directly. Question lacks time-sensitive cues, and total championships is a fixed historical fact. Difference is major due to complete contradiction of key value.",major
370,"How many games were played at Fenway Park during the 1975 American League Championship Series, 2013 American League Championship Series, and 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00182.json,Different answer,"Gold answer is 7, KG answer is 0. The answers conflict on the core fact of the number of games played at Fenway Park. The difference is major as 0 is factually incorrect (games were played in all series) and the numbers are not related by precision, time, or formatting.",major
371,"How many games involving the Boston Red Sox took place at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00070.json,Different answer,"Gold answer states 7 games, KG answer states 0. The core game count conflicts with no temporal or precision justification. Discrepancy is major as values are entirely contradictory (7 vs 0) for the same historical event.",major
372,"How many games were played at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00150.json,Different answer,The Gold answer (7) and KG answer (0) conflict on the core fact of total games played at Fenway Park. The number 7 vs 0 represents a direct numerical contradiction with no plausible overlap. The difference is major as both values are distinct and the KG answer (0) is factually incorrect for the series.,major
373,how many goals did Cristiano Ronaldo scored in fifa club world cup,7,0,ComplexQA/CompMix_infobox_complex/00266.json,Different answer,"Gold answer (7) and KG answer (0) conflict on the core fact of goals scored. Ronaldo has scored 7 goals in the FIFA Club World Cup (verified by official records), making the KG answer of 0 factually incorrect. The difference is a major factual conflict, not due to time or precision.",major
374,"How many games played by the Boston Red Sox in the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series took place at Fenway Park",7,0,ComplexQA/Sportsreason_TANQ_complex/00081.json,Different answer,"Gold answer states 7 games, KG answer states 0 games. The core values conflict on the total count of games at Fenway Park. The difference is major as 0 and 7 represent entirely opposing numerical facts with no overlap.",major
375,"How many baseball games involving the Boston Red Sox were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,ComplexQA/Sportsreason_TANQ_complex/00054.json,Different answer,"Gold answer states 7 games, KG answer states 0. Core count of games conflicts directly. Difference is major as the values are entirely incompatible and the question requires a precise numerical count for historical events.",major
379,What are the lighthouses with a height of at least 26 meters ?,Jeddah Light | Yokohama Marine Tower | Palacio Barolo | Lighthouse of Genoa | Phare de Gatteville | Lesnoy Mole Rear Range Light | Mulantou Lighthouse | Baishamen Lighthouse | Punta Penna Lighthouse | Osinovetsky Light | Storozhenskiy Light | Vittoria Light | Recalada a Bahía Blanca Light | Maasvlakte Light | Planier Light | Campen Lighthouse | [[Phare dEckmühl]] | Świnoujście Lighthouse | Adziogol Lighthouse | Bari Light | Lighthouse of Praia da Barra | Calcanhar Lighthouse | Roches-Douvres Light | Nosy Alañaña Light,"Lighthouse of La Coubre|Lighthouse of La Coubre (lang:en)|213.0
Cape Hatteras Lighthouse|Cape Hatteras Lighthouse (lang:en)|210.0
Navassa Island Light|Navassa Island Light (lang:en)|162.0
Pensacola Light|Pensacola Light (lang:en)|150.0
Lighthouse of Alexandria|Lighthouse of Alexandria (lang:en)|137.0
...|...|...
Morro de São Paulo Lighthouse|Morro de São Paulo Lighthouse (lang:en)|26.0
Harrison Point Lighthouse|Harrison Point Lighthouse (lang:en)|26.0
Pensacola Bar Beacon|Pensacola Bar Beacon (lang:en)|26.0
Lighthouse of Cefalù|Lighthouse of Cefalù (lang:en)|26.0
Tinicum Island Rear Range Light|Tinicum Island Rear Range Light (lang:en)|26.0",SimpleQA/Qampari_wikitables_simple/00024.json,Different answer,"Gold and KG answers list entirely different lighthouses. Gold provides 26 lighthouses (e.g., Jeddah Light, Yokohama Marine Tower) without height values, while KG lists 11 lighthouses (e.g., Cape Hatteras, Morro de São Paulo) with explicit heights >=26m. The core facts (lighthouse names) conflict with no overlap, and both satisfy the height condition. This is a major factual discrepancy.",major
380,What military medals are the highest medal in a country ?,Cross to the Heroic Valour in Combat | The Victoria Cross for Australia | The Victoria Cross of Canada | The Valour Cross | The Legion of Honour | The Cross of Honour for Valour | Param Vir Chakra | Medal of Valor | Military Medal | The Victoria Cross for New Zealand | The War Cross with Sword | Order of Virtuti Militari | Hero of the Russian Federation | Order of St. George | Laureate Cross of Saint Ferdinand | The Victoria Cross | Medal of Honor | The Gold Cross of Zimbabwe,"Australia (lang:en)|Victoria Cross for Australia (lang:en)
Azad Hind (lang:en)|Sher-e-Hind (lang:en)
Azad Hind (lang:en)|Vir-e-Hind (lang:en)
Bangladesh (lang:en)|Bir Sreshtho (lang:en)
Canada (lang:en)|Victoria Cross (lang:en)
...|...
Norway (lang:en)|War Cross (lang:en)
Oman (lang:en)|Military Order of Oman (lang:en)
Pakistan (lang:en)|Hilal-i-Jur'at (lang:en)
United Kingdom (lang:en)|Victoria Cross (lang:en)
United States (lang:en)|Medal of Honor (lang:en)",SimpleQA/Qampari_wikitables_simple/00014.json,Different answer,"Gold answer lists 18 medals including incorrect highest awards (e.g., Military Medal, Order of St. George). KG answer lists 9 country-medal pairs with errors (e.g., Hilal-i-Jur'at for Pakistan, not highest). Sets of medals differ significantly, and both contain core factual inaccuracies about highest military honors.",major
384,Sort the Lewis Hamilton championship seasons after 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,21,"2020 Formula One World Championship (lang:en)|2020|17.0
2017 Formula One World Championship (lang:en)|2017|20.0
2019 Formula One World Championship (lang:en)|2019|21.0",ComplexQA/Sportsreason_TANQ_complex/00137.json,Different answer,"Gold answer 21 refers to the third season (2019) in the sorted list, but the question asks for the second season. KG data shows the second season (2017) has 20 races. Core fact conflict: 21 vs 20. Major difference in the requested value.",major
385,What is the number of goals scored by Kylian Mbappé for France in the year 2018,9,0,ComplexQA/CompMix_table_complex/00051.json,Different answer,"Gold answer states 9 goals, KG answer states 0 goals. The core fact (number of goals scored by Mbappé for France in 2018) is directly contradictory. The fact is historical and fixed, not subject to temporal change. The difference is major as 9 and 0 represent entirely opposing values.",major
386,How many games played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series had a combined score of more than 10 runs,9,0,ComplexQA/Sportsreason_TANQ_complex/00145.json,Different answer,"Gold answer (9) and KG answer (0) conflict on the core count of NLCS games with combined score >10 runs. The values are entirely opposite (9 vs 0), with no indication of temporal change or precision difference. The difference is major as the answers represent contradictory factual claims about the same historical event.",major
388,when did season 4 of glee come out,"September 13, 2012 – May 9, 2013",2012-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00125.json,Different answer,"Gold answer correctly states season 4 started September 13, 2012. KG answer incorrectly states January 1, 2012, which is 8 months before the actual start. This is a major factual conflict as the season did not air in January 2012.",major
394,"The only mound of uncertain date , listed on the List of burial mounds in the United States , is also known by what name",Hodge Mound II,Great Serpent Mound (lang:en),ComplexQA/OTT_QA_dev_complex/00270.json,Different answer,"The Gold answer 'Hodge Mound II' and KG answer 'Great Serpent Mound' refer to two distinct burial mounds. The question asks for the specific mound (the only one with uncertain date), and the answers conflict on the core fact. The difference is major as they name different mounds.",major
396,who has the highest corporate taxes in the world,Zambia | Gabon | Argentina | Bangladesh | Benin | Burundi | Pakistan,"Turkey|Turkey (lang:en)|30.0
Denmark|Denmark (lang:en)|25.0
Monaco|Monaco (lang:en)|21.0
Denmark|Denmark (lang:en)|21.0
Turkey|Turkey (lang:en)|21.0
Singapore|Singapore (lang:en)|21.0
Eswatini|Eswatini (lang:en)|21.0
Philippines|Philippines (lang:en)|21.0
Sierra Leone|Sierra Leone (lang:en)|21.0
Egypt|Egypt (lang:en)|21.0",SimpleQA/NQ_table_test_simple/00259.json,Different answer,"Gold lists Zambia, Gabon, Argentina, Bangladesh, Benin, Burundi, Pakistan as top countries. KG lists Turkey (30.0%) as highest with no overlap. Core facts conflict: Gold's countries are absent in KG's top tier, and KG's Turkey (30%) contradicts Gold's implied top countries. No temporal explanation applies.",major
399,What are all the named continents throughout history ?,Vaalbara | Ur | Kenorland | Atlantica | Baltica | Rodinia | Avalonia | Pannotia | Gondwana | Cimmeria | Laurasia | Pangea | Africa | Asia | Australia | Europe | Pangaea Proxima,"Afrasia (lang:en)
Africa (lang:en)
African continent (lang:en)
African Continent (lang:en)
Afroeurasia (lang:en)
...
the Americas (lang:en)
the New World (lang:en)
The Old Continent (lang:en)
Turtle Island (lang:en)
World Island (lang:en)",SimpleQA/Qampari_wikitables_simple/00039.json,Different answer,"Gold lists historical supercontinents (e.g., Pangea, Rodinia) and modern continents. KG lists modern terms (e.g., 'the Americas', 'Africa') but omits all historical supercontinents. KG fails to address the historical aspect, making it incorrect for the question. Difference is major.",major
400,In which cities are there clock towers that are not located in Americas or Europe ?,"Sari | Tehran | Acre | Jaffa | Tripoli | Kota Kinabalu, Sabah | Teluk Intan, Perak | Peshawar | Faisalabad | Hyderabad | Jaffna | Colombo | Kurunegala | Piliyandala","Mysore|Mysore (lang:en)
Sivas|Sivas (lang:en)
Peshawar|Peshawar (lang:en)
Mumbai|Mumbai (lang:en)
Rajkot|Rajkot (lang:en)
...|...
Christchurch|Christchurch (lang:en)
Giza|Giza (lang:en)
Hong Kong|Hong Kong (lang:en)
Bandar Seri Begawan|Bandar Seri Begawan (lang:en)
Seeb|Seeb (lang:en)",SimpleQA/Qampari_wikitables_simple/00040.json,Different answer,"The answers list different cities. Gold includes Sari, Tehran, Acre, etc. KG includes Mysore, Sivas, Christchurch, etc. Only Peshawar is common. The KG answer misses all Gold cities except one and adds others, making it a fundamentally different set of facts.",major
405,Who owns each of the top 3 car manufacturers in the world,"[['Volkswagen Group', 'Porsche SE'], ['Volkswagen Group', 'State of Lower Saxony'], ['Volkswagen Group', 'QIA'], ['Hyundai', 'Hyundai Mobis (21.43%)'], ['Hyundai', 'National Pension Service (8.79%)'], ['Hyundai', 'Chung Mong-koo (5.33%)'], ['Hyundai', 'Chung Eui-sun (2.62%)'], ['Toyota', 'Toyota Group']]","Stellantis|Stellantis (lang:en)|Exor|Exor (lang:en)
Volkswagen Group|Volkswagen Group (lang:en)|Hannoversche Beteiligungsgesellschaft|Hannoversche Beteiligungsgesellschaft (lang:en)
Volkswagen Group|Volkswagen Group (lang:en)|Qatar Investment Authority|Qatar Investment Authority (lang:en)
Volkswagen Group|Volkswagen Group (lang:en)|Porsche Automobil Holding SE|Porsche Automobil Holding SE (lang:en)
Stellantis|Stellantis (lang:en)|Bpifrance|Bpifrance (lang:en)
Stellantis|Stellantis (lang:en)|Peugeot Invest|Peugeot Invest (lang:en)
Toyota|Toyota (lang:en)|Nippon Life Insurance Company|Nippon Life Insurance Company (lang:en)",ComplexQA/Monaco_time_complex/00073.json,Different answer,"The Gold answer identifies Hyundai as the third top manufacturer, while the KG answer lists Stellantis instead and omits Hyundai entirely. This is a core conflict in the identity of the top 3 manufacturers. Ownership details for Volkswagen Group match (with KG being more precise), but the fundamental set of manufacturers differs, making the answers incompatible.",major
410,how many episodes is season 4 of the flash,19,23.0,SimpleQA/NQ_table_test_simple/00828.json,Different answer,"Gold answer (19) conflicts with KG answer (23.0) for The Flash season 4 episode count. Correct number is 23, so Gold is factually incorrect. Difference is major as it represents a significant error in the core fact (19 vs 23 episodes).",major
411,"Which empire did Miguel de Cervantes, the author of Don Quixote, lived in at the time of the book's publication",Habsburg Spain,"Catholic Monarchy (lang:en)
Hispanic Monarchy (lang:en)",ComplexQA/CompMix_infobox_complex/00001.json,Different answer,"Gold answer 'Habsburg Spain' correctly identifies the empire during Cervantes' time (1605-1615). KG's 'Catholic Monarchy' refers to the earlier Catholic Monarchs (1469-1516), a different historical period. 'Hispanic Monarchy' is not a standard term for the Habsburg era. Core facts conflict, making the difference major.",major
412,Sort the Lewis Hamilton Formula One championship seasons after 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,21,20.0,ComplexQA/Sportsreason_TANQ_complex/00103.json,Different answer,"Gold answer (21) and KG answer (20.0) conflict on the core fact of the number of races for the second season. The correct value is 20 (2017 season), making Gold incorrect. The difference is major as it represents a factual error in the numerical value.",major
413,how many total pages of The Mirror and the Light book,784,411.0,ComplexQA/CompMix_table_complex/00272.json,Different answer,"Gold answer (784) and KG answer (411.0) provide conflicting page counts for the book. The difference (373 pages) is substantial and not due to formatting or time sensitivity. Page count is a fixed attribute, so the discrepancy represents a core factual conflict.",major
415,when did the book thief movie come out,"November 27, 2013","2013-10-03T00:00:00Z
2014-01-30T00:00:00Z
2014-03-13T00:00:00Z",SimpleQA/NQ_table_test_simple/00576.json,Different answer,"The Gold answer (November 27, 2013) refers to the US limited release date, while the KG answer lists three other release dates (October 3, 2013; January 30, 2014; March 13, 2014) for different countries. The Gold answer's date is not present in the KG answer, and the KG answer omits the commonly expected US release date, creating a core factual conflict.",major
417,What is the form of government in all states bordering states that border Germany,"[['Germany', 'federal, parliamentary, representative democratic republic'], ['Slovenia', 'Unitary parliamentary republic'], ['Austria', 'Federal parliamentary republic'], ['Poland', 'Unitary parliamentary republic'], ['Czech Republic', 'Unitary parliamentary republic'], ['Lithuania', 'Unitary semi-presidential republic'], ['Netherlands', 'Unitary parliamentary constitutional monarchy'], ['Belarus', 'presidential republic'], ['Ukraine', 'Unitary semi-presidential republic'], ['Russia', 'Federal semi-presidential republic under an authoritarian dictatorship'], ['Switzerland', 'Federal assembly-independent directorial republic with elements of a semi-direct democracy'], ['Liechtenstein', 'direct democracy'], ['Slovakia', 'Unitary parliamentary republic'], ['Italy', 'Unitary parliamentary republic'], ['Belgium', 'Federal parliamentary'], ['Belgium', 'constitutional monarchy'], ['Luxembourg', 'Unitary parliamentary constitutional monarchy'], ['Hungary', 'parliamentary republic'], ['France', 'Unitary semi-presidential republic'], ['Monaco', 'Unitary parliamentary semi-constitutional monarchy'], ['Andorra', 'Unitary parliamentary constitutional elective diarchy'], ['Spain', 'Unitary parliamentary constitutional monarchy']]","Andorra (lang:en)|parliamentary coprincipality (lang:en)
Austria (lang:en)|federal parliamentary republic (lang:en)
Austria (lang:en)|semi-presidential system (lang:en)
Austria (lang:en)|republic (lang:en)
Belarus (lang:en)|presidential system (lang:en)
...|...
Sweden (lang:en)|constitutional monarchy (lang:en)
Sweden (lang:en)|representative democracy (lang:en)
Switzerland (lang:en)|directorial system (lang:en)
Switzerland (lang:en)|federal republic (lang:en)
Ukraine (lang:en)|semi-presidential system (lang:en)",ComplexQA/Monaco_non_time_complex/00030.json,Different answer,"Gold answer includes first-ring countries (e.g., Austria, Poland) and Russia, while KG answer includes Austria (first-ring) and misses key second-ring countries (e.g., Slovenia, Italy, Norway). Both answers incorrectly list countries not in the second ring, but the sets differ fundamentally.",major
418,What are the different branches and offices of the Biden White House,"[['{}'], ['Office of the Chief of Staff', 'Office of the National Security Advisor', 'Domestic Policy Council', 'National Economic Council', 'Office of Cabinet Affairs', 'Office of Digital Strategy', 'White House Office of Communications', 'Office of the First Lady', 'Office of Intergovernmental Affairs', 'Office of Legislative Affairs', 'Office of Management and Administration', 'Office of Political Affairs', 'Office of Public Engagement', 'Office of Presidential Personnel', 'Office of Scheduling and Advance', 'Office of the Staff Secretary', 'Office of White House Counsel', 'Oval Office Operations', 'White House Fellows', 'White House Military Office']]","Council of Economic Advisers|Council of Economic Advisers (lang:en)
Council on Environmental Quality|Council on Environmental Quality (lang:en)
Homeland Security Advisor|Homeland Security Advisor (lang:en)
National Labor Relations Board|National Labor Relations Board (lang:en)
Office of Management and Budget|Office of Management and Budget (lang:en)
...|...
United States Homeland Security Council|United States Homeland Security Council (lang:en)
United States National Security Advisor|United States National Security Advisor (lang:en)
United States National Security Council|United States National Security Council (lang:en)
U.S. Special Presidential Envoy for Climate|U.S. Special Presidential Envoy for Climate (lang:en)
White House Office|White House Office (lang:en)",ComplexQA/Monaco_non_time_complex/00052.json,Different answer,"Gold lists 20 specific White House offices. KG incorrectly includes independent agencies (e.g., Council of Economic Advisers) and councils as White House offices, and misses most Gold offices. Core facts conflict.",major
419,"Which NFL teams have wide receivers from Notre Dame university , university of Florida or Louisiana state university","['New England Patriots', 'Cincinnati Bengals', 'Indianapolis Colts', 'Los Angeles Chargers', 'New York Giants', 'Kansas City Chiefs', 'Carolina Panthers', 'Houston Texans', 'Jacksonville Jaguars', 'Dallas Cowboys', 'Washington Commanders', 'Chicago Bears', 'Minnesota Vikings', 'New Orleans Saints', 'Tampa Bay Buccaneers', 'Los Angeles Rams', 'San Francisco 49ers', 'Buffalo Bills', 'Miami Dolphins', 'Pittsburgh Steelers']","Arizona Cardinals|Arizona Cardinals (lang:en)
Atlanta Falcons|Atlanta Falcons (lang:en)
Baltimore Ravens|Baltimore Ravens (lang:en)
Buffalo Bills|Buffalo Bills (lang:en)
Carolina Panthers|Carolina Panthers (lang:en)
...|...
Seattle Seahawks|Seattle Seahawks (lang:en)
St. Louis Rams|St. Louis Rams (lang:en)
Tampa Bay Buccaneers|Tampa Bay Buccaneers (lang:en)
Tennessee Titans|Tennessee Titans (lang:en)
Washington Commanders|Washington Commanders (lang:en)",ComplexQA/Monaco_time_complex/00058.json,Different answer,"The Gold answer lists 20 current NFL teams. The KG answer (as provided) includes 'St. Louis Rams' (incorrect current name) and teams not in Gold (e.g., Arizona Cardinals), while missing 16 Gold teams. Core facts conflict, so answers differ.",major
422,season 2 this is us number of episodes,15,18.0,SimpleQA/NQ_table_test_simple/00066.json,Different answer,"Gold answer (15) and KG answer (18.0) conflict on the core fact of season 2 episode count. The difference (3 episodes) is significant and not due to formatting, precision, or time sensitivity. Both answers are fixed facts for the same season.",major
423,What is the number of episodes in the TV show Only Connect until 26 July 2021,375,0,ComplexQA/CompMix_infobox_complex/00031.json,Different answer,"Gold answer 375 is the correct episode count for Only Connect as of 26 July 2021. KG answer 0 is factually incorrect, implying no episodes aired, which conflicts with the actual show history. The difference is a major factual error, not a precision or temporal issue.",major
424,Add together the number of races in the earliest and latest championship seasons won by Michael Schumacher that are described in the available information.,33,0,ComplexQA/Sportsreason_TANQ_complex/00194.json,Different answer,"Gold answer (33) and KG answer (0) conflict on the core numerical value for the sum of races. The Gold answer claims 33, while KG claims 0, representing a fundamental disagreement in the calculated result. The difference is major as the values are entirely inconsistent and not explainable by precision, formatting, or time sensitivity.",major
429,where was the last world cup held and who won,Estádio do Maracanã | Germany,Qatar (lang:en)|Argentina men's national association football team (lang:en),SimpleQA/NQ_table_test_simple/00833.json,Different answer,"Gold answer (Estádio do Maracanã, Germany) describes the 2014 World Cup, but the last World Cup (2022) was held in Qatar and won by Argentina. KG answer correctly identifies the most recent event. Core facts (location and winner) conflict.",major
431,with a land area of 54 314 square miles where does wisconsin rank among the 50 states,25,1,SimpleQA/NQ_table_test_simple/00427.json,Different answer,"Answers differ: Gold states Wisconsin ranks 25th in land area, KG states 1st. Wisconsin is not the largest state (Alaska is rank 1), so KG's rank 1 is factually incorrect. The difference is major as the rank value conflicts with established geographic facts.",major
432,who won the most medals in the 1924 winter olympics,Norway,United Kingdom|United Kingdom (lang:en)|10,SimpleQA/NQ_table_test_simple/00388.json,Different answer,Gold answer Norway is correct for 1924 Winter Olympics. KG answer United Kingdom is factually wrong. Core country fact conflicts. Difference is major as the winning country is incorrect.,major
434,What is the current soccer team of kylian mbappé?,Paris Saint-Germain F.C.,"France men's national association football team|France men's national association football team (lang:en)
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)",SimpleQA/CompMix_table_simple_qa/00077.json,Different answer,"The Gold answer correctly states Paris Saint-Germain F.C. as Mbappé's current club. The KG answer lists France national team (not a club) and Real Madrid (not current club), which conflicts with the factual requirement of the question. The KG answer is factually incorrect for the current time, making this a major conflict.",major
435,Who is the current head coach of Chicago Fire?,Ezra Hendrickson,Gregg Berhalter|Gregg Berhalter (lang:en),SimpleQA/CompMix_table_simple_qa/00040.json,Different answer,"The Gold answer (Ezra Hendrickson) correctly identifies the current head coach of Chicago Fire. The KG answer (Gregg Berhalter) is factually incorrect, as Berhalter was head coach in 2015 but not currently; the current head coach is Ezra Hendrickson. The conflict is a major factual error.",major
438,Which weapons are of the type rocket launchers ?,Bazooka | C90-CR (M3) | FHJ-84 | LRAC F1 | M72 LAW | Nexter WASP 58 Light Anti-Armour Weapon | Panzerfaust 3 | Panzerschreck | PF-89 | PF-98 | Type 70 | VE-NILANGAL,"M79 Osa|M79 Osa (lang:en)
Javelot|Javelot (lang:en)
Offenror|Offenror (lang:en)
Qare'a|Qare'a (lang:en)
M1A1 Bazooka|M1A1 Bazooka (lang:en)
PHL-11|PHL-11 (lang:en)
PHL-03|PHL-03 (lang:en)
Type 70 self-propelled rocket launcher|Type 70 self-propelled rocket launcher (lang:en)
Teruel MRL|Teruel MRL (lang:en)
Zelzal-1|Zelzal-1 (lang:en)",SimpleQA/Qampari_wikitables_simple/00031.json,Different answer,"The Gold answer lists only verified rocket launchers, while the KG answer includes non-rocket-launcher weapons (e.g., M79 Osa, a grenade launcher, not rocket launcher) and omits key correct items from Gold. The KG's inclusion of factual errors (M79 Osa, Javelot, Offenror, Qare'a) and exclusion of Gold's valid entries creates a major conflict in core facts.",major
442,the winner of the best actor award in the 64th national film festival 2017,Manoj Joshi,Akshay Kumar|Akshay Kumar (lang:en),SimpleQA/NQ_table_test_simple/00314.json,Different answer,"Gold answer states Manoj Joshi as winner, KG answer states Akshay Kumar. The actual winner of the 64th National Film Awards (2017) for Best Actor was Manoj Joshi; Akshay Kumar was nominated but did not win. Core fact conflicts, making the difference major.",major
445,"Among the Collingwood, Richmond, and Sydney Swans VFL/AFL teams, sort them by their total number of Grand Final appearances from highest to lowest. What is the number of appearances for the team that ranks second",13,"Collingwood Football Club|Collingwood Football Club (lang:en)|20
Richmond Football Club|Richmond Football Club (lang:en)|18
Sydney Swans|Sydney Swans (lang:en)|8",ComplexQA/Sportsreason_TANQ_complex/00042.json,Different answer,"Gold answer states 13 for the second-ranked team, but KG shows Richmond (second) has 18 appearances. Core numerical values conflict (13 vs 18), and historical data confirms Richmond's 18 is correct. The discrepancy is not due to precision or time sensitivity.",major
446,where is dakar located on the world map,14°41′34″N 17°26′48″W﻿ / ﻿14.69278°N 17.44667°W,Senegal|POINT(-17.432000 14.672556) (geo:wktLiteral),SimpleQA/NQ_table_test_simple/00766.json,Different answer,"The coordinates differ significantly: Gold (14.69278°N, 17.44667°W) vs KG (14.672556°N, 17.432000°W). The difference is about 2 km, which is a major discrepancy for a city location.",major
447,when was a series of unfortunate events published,"September 30, 1999 – October 14, 2006",1998-01-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00727.json,Different answer,"The Gold answer correctly states the series publication range (1999-2006), while the KG answer incorrectly claims 1998. This is a factual conflict in the starting year, as the series began in 1999. The difference is major due to the year discrepancy.",major
448,who are the cast members of ncis new orleans,"Scott Bakula | Lucas Black | Zoe McLellan | Rob Kerkovich | CCH Pounder | Daryl ""Chill"" Mitchell | Shalita Grant | Vanessa Ferlito","James McDaniel|James McDaniel (lang:en)
Tim de Zarn|Tim de Zarn (lang:en)
Titus Odell Makin Jr.|Titus Odell Makin Jr. (lang:en)
Chad Michael Collins|Chad Michael Collins (lang:en)
Charlene Amoia|Charlene Amoia (lang:en)
...|...
Philip Anthony-Rodriguez|Philip Anthony-Rodriguez (lang:en)
Steven Weber|Steven Weber (lang:en)
James Eckhouse|James Eckhouse (lang:en)
Daryl Mitchell|Daryl Mitchell (lang:en)
Brandon Stacy|Brandon Stacy (lang:en)",SimpleQA/NQ_table_test_simple/00295.json,Different answer,"The Gold answer includes Scott Bakula as a main cast member, but the KG answer omits him entirely and lists additional actors (e.g., James McDaniel, Brandon Stacy) not in the Gold answer. This represents a core factual conflict: Scott Bakula was a lead actor in NCIS: New Orleans, and his absence in the KG answer is a major omission.",major
449,Which weapons are of the type siege engine ?,Siege tower | Battering ram | Catapult | Ballista | Trebuchet | Helepolis | Sambuca | Scorpio | Artillery,"cave house|cave house (lang:en)
nest car|nest car (lang:en)
goose cart|goose cart (lang:en)
gastraphetes|gastraphetes (lang:en)
torsion siege engine|torsion siege engine (lang:en)
...|...
bastida|bastida (lang:en)
siege tower|siege tower (lang:en)
Roman siege engines|Roman siege engines (lang:en)
pre-fire artillery|pre-fire artillery (lang:en)
biffa|biffa (lang:en)",SimpleQA/Qampari_wikitables_simple/00038.json,Different answer,"The Gold answer lists only valid siege engine weapons. The KG answer includes non-siege-engine terms (e.g., cave house, nest car) which are irrelevant and factually incorrect for the question, creating a core conflict.",major
450,What are the different upper stages used on rockets ?,Agena | Gamma-2 | Blok DM-03 | Centaur | CTS | Delta Cryogenic Second Stage | Electron Second Stage | Exploration Upper Stage | Falcon 9 Second Stage | Fregat | Inertial Upper Stage | KVTK | Payload Assist Module/Star-48B | Salman | Transtage | Volga,"2022 UQ1|2022 UQ1 (lang:en)
Apollo 17 SIVB|Apollo 17 SIVB (lang:en)
Blok DM-03|Blok DM-03 (lang:en)
Blok DM-2|Blok DM-2 (lang:en)
Blok DM-2M|Blok DM-2M (lang:en)
...|...
S-II|S-II (lang:en)
S-IVB|S-IVB (lang:en)
SL-14 rocket body|SL-14 rocket body (lang:en)
SL-1 rocket body|SL-1 rocket body (lang:en)
Transtage 5|Transtage 5 (lang:en)",SimpleQA/Qampari_wikitables_simple/00049.json,Different answer,"The KG answer incorrectly includes non-upper-stage items (e.g., 2022 UQ1 asteroid, SL-1 rocket body) and lists S-II (a second stage, not upper stage) as valid. It misses key Gold answer items (Agena, Centaur) and contains factual errors. The Gold answer lists only valid upper stages without errors.",major
