question,gold_answer,KG answer,taxonomy_label,sparql,confidence,source
Which film by Clint Eastwood has won the maximum number of Academy Awards and BAFTA Awards,Unforgiven,Unforgiven|8,Higher accuracy in KG than in Table,"SELECT ?film ?filmLabel(COUNT(?award) AS ?count) WHERE {
  {
    ?film wdt:P57 wd:Q43203
  } UNION {
    ?film wdt:P162 wd:Q43203
  }
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P166 ?award .
  {
    ?award wdt:P31 wd:Q19020
  } UNION {
    ?award wdt:P179 wd:Q335485
  }
  OPTIONAL {
    ?film rdfs:label ?filmLabel .
    FILTER(LANG(?filmLabel) = ""en"")
  }
}
GROUP BY ?film ?filmLabel
ORDER BY DESC(?count)
LIMIT 1",0.760895605510932,ComplexQA/CompMix_table_complex/00053.json
when was how deep is your love released,September 1977,1977-01-01T00:00:00Z,Higher accuracy in Table than in KG,"SELECT ?date WHERE {
  wd:Q1573223 wdt:P577 ?date
}",0.8000000000000002,SimpleQA/NQ_table_test_simple/00779.json
"How many games involving the St. Louis Cardinals are summarized across the game results for the 1982 National League Championship Series, 2006 National League Championship Series, 2011 World Series, 2013 National League Championship Series, and 2011 National League Championship Series",29,0,Different answer,"SELECT(SUM(?numGames) AS ?totalGames) WHERE {
  VALUES ?seriesLabel {
    ""1982 National League Championship Series"" @en ""2006 National League Championship Series"" @en ""2011 World Series"" @en ""2013 National League Championship Series"" @en ""2011 National League Championship Series"" @en
  }
  ?series rdfs:label ?seriesLabel .
  ?series wdt:P710 wd:Q166474 .
  ?series wdt:P2633 ?numGames .
}",major,ComplexQA/Sportsreason_TANQ_complex/00004.json
What is kylian mbappé current soccer team?,Paris Saint-Germain F.C.,"France men's national association football team|France men's national association football team (lang:en)
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)",Temporal changes,"SELECT ?team ?teamLabel WHERE {
  wd:Q21621995 p:P54 ?statement .
  ?statement ps:P54 ?team .
  FILTER NOT EXISTS {
    ?statement pq:P582 ?endTime
  }
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
}",major,SimpleQA/CompMix_table_simple_qa/00055.json
Which Clint Eastwood movie has won the most number of Academy Awards and BAFTA  Awards,Unforgiven,Unforgiven|4,Higher accuracy in KG than in Table,"SELECT ?movie ?movieLabel(COUNT(*) AS ?awardCount) WHERE {
  ?movie wdt:P57 wd:Q43203 .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie wdt:P166 ?award .
  {
    ?award wdt:P31 / wdt:P279 * wd:Q19020
  } UNION {
    ?award wdt:P31 / wdt:P279 * wd:Q1326532
  }
  OPTIONAL {
    ?movie rdfs:label ?movieLabel .
    FILTER(LANG(?movieLabel) = ""en"")
  }
}
GROUP BY ?movie ?movieLabel
ORDER BY DESC(?awardCount)
LIMIT 1",0.7572256187673478,ComplexQA/CompMix_table_complex/00060.json
when was son of a preacher man released,"November 8, 1968",1968-01-01T00:00:00Z,Higher accuracy in Table than in KG,"SELECT ?date WHERE {
  wd:Q2574754 wdt:P577 ?date .
}",0.8000000000000002,SimpleQA/NQ_table_test_simple/00087.json
How many games played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series had a combined score of more than 10 runs,9,0,Different answer,"SELECT(COUNT(?game) AS ?count) WHERE {
  ?series wdt:P31 wd:Q1363275 .
  ?game wdt:P361 ?series ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P2003 ?homeScore ; wdt:P2004 ?awayScore .
  FILTER(xsd:integer(?homeScore) + xsd:integer(?awayScore) > 10)
}",major,ComplexQA/Sportsreason_TANQ_complex/00145.json
What is the country of origin of the Black Beauty book?,United States of America,United Kingdom,Different answer,"SELECT ?country WHERE {
  wd:Q880092 wdt:P495 ?country
}",major,SimpleQA/CompMix_table_simple_qa/00138.json
What is the name of the club Wayne Rooney played for in the year 2003,Everton F.C.,England national under-19 association football team|England men's national association football team|Everton F.C.,Higher accuracy in KG than in Table,"SELECT ?club ?clubLabel WHERE {
  wd:Q266613 p:P54 ?statement .
  ?statement ps:P54 ?club ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(YEAR(?start) <= 2003 && YEAR(?end) >= 2003)
  .
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = 'en')
}",0.7534418725548119,ComplexQA/CompMix_table_complex/00079.json
when was the mission san antonio de valero built,1718,1718-05-01T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?inception WHERE {
  wd:Q2636724 wdt:P571 ?inception
}",0.8000000000000002,SimpleQA/NQ_table_test_simple/00281.json
"How many games played by the Boston Red Sox in the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series took place at Fenway Park",7,0,Different answer,"SELECT(COUNT(?game) AS ?total) WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?game wdt:P361 ?series .
  ?game wdt:P276 wd:Q49136 .
}",major,ComplexQA/Sportsreason_TANQ_complex/00081.json
What is the country of origin of the The Little Prince?,United States of America,"France|France (lang:en)
United States|United States (lang:en)",Higher accuracy in KG than in Table,"SELECT DISTINCT ?country ?countryLabel WHERE {
  wd:Q25338 wdt:P495 ?country .
  ?country rdfs:label ?countryLabel .
  FILTER(LANG(?countryLabel) = ""en"")
}",major,SimpleQA/CompMix_table_simple_qa/00202.json
At which football club did Argentine footballer Diego Maradona score the most goals,Argentinos Juniors,Argentinos Juniors|116,Higher accuracy in KG than in Table,"SELECT ?club ?clubLabel(MAX(xsd:integer(?goalsRaw)) AS ?maxGoals) WHERE {
  wd:Q17515 p:P54 ?club_statement .
  ?club_statement ps:P54 ?club ; pq:P1351 ?goalsRaw .
  FILTER(isNumeric(xsd:integer(?goalsRaw)))
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = 'en')
}
GROUP BY ?club ?clubLabel
ORDER BY DESC(?maxGoals)
LIMIT 1",0.7442548488013786,ComplexQA/CompMix_table_complex/00170.json
the golden age of india took place during the rule of the,Sri-Gupta | Chandragupta I | Samudragupta | Chandragupta II | Vishnu Gupta,Chandragupta II,Higher accuracy in Table than in KG,"SELECT ?ruler WHERE {
  wd:Q844536 wdt:P27 wd:Q11774 .
  wd:Q844536 rdfs:label ?ruler .
  FILTER(LANG(?ruler) = ""en"")
}",0.7977862353720658,SimpleQA/NQ_table_test_simple/00775.json
"How many games played in the 1977, 1978, 2008, and 2009 National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies had an attendance exceeding 50,000",13,0,Different answer,"SELECT(COUNT(?game) AS ?count) WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  wd:Q334634 wdt:P1344 ?series .
  wd:Q650840 wdt:P1344 ?series .
  ?series wdt:P585 ?date .
  BIND(YEAR(?date) AS ?yearFiltered)
  FILTER(?yearFiltered = ?year)
  ?game wdt:P361 ?series .
  ?game wdt:P1110 ?attendance .
  FILTER(STRDT(STRBEFORE(?attendance , '.') , xsd:integer) > 50000)
}",major,ComplexQA/Sportsreason_TANQ_complex/00088.json
What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),Different answer,"SELECT ?team ?teamLabel WHERE {
  wd:Q142794 p:P54 ?statement .
  ?statement ps:P54 ?team .
  ?team wdt:P31 / wdt:P279 * wd:Q476028 .
  FILTER NOT EXISTS {
    ?statement pq:P582 []
  }
  .
  OPTIONAL {
    ?statement pq:P580 ?startTime
  }
  .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = 'en')
}
ORDER BY DESC(?startTime)
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00122.json
What club did Darijo Srna play for the most in his overall career,FC Shakhtar Donetsk,FC Shakhtar Donetsk|15,Higher accuracy in KG than in Table,"SELECT ?team(YEAR(?end) - YEAR(?start) AS ?duration) WHERE {
  wd:Q184269 p:P54 ?statement .
  ?statement ps:P54 ?team ; pq:P580 ?start ; pq:P582 ?end .
}
ORDER BY DESC(?duration)
LIMIT 1",0.7319305380566871,ComplexQA/CompMix_table_complex/00187.json
Who played the character of Frodo Baggins in The Lord of the Rings?,Elijah Wood,Ian Holm|Elijah Wood,Higher accuracy in KG than in Table,"SELECT ?actor ?label WHERE {
  wd:Q177329 wdt:P175 ?actor .
  OPTIONAL {
    ?actor rdfs:label ?label
    FILTER(LANG(?label) = ""en"")
  }
}",0.7961985851407671,SimpleQA/CompMix_table_simple_qa/00189.json
"How many games were contested between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series across the years 1977, 1978, 1983, 2008, and 2009",22,0,Different answer,"SELECT(SUM(?games) AS ?totalGames) WHERE {
  VALUES ?year {
    1977 1978 1983 2008 2009
  }
  ?season wdt:P31 wd:Q1987735 ; wdt:P179 wd:Q702315 ; wdt:P7232 wd:Q334634 ; wdt:P7232 wd:Q650840 ; wdt:P585 ?dateTime ; wdt:P8409 ?games .
  FILTER(YEAR(?dateTime) = ?year)
}",major,ComplexQA/Sportsreason_TANQ_complex/00100.json
What is the current soccer team of kylian mbappé?,Paris Saint-Germain F.C.,"France men's national association football team|France men's national association football team (lang:en)
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)",Different answer,"SELECT ?team ?teamLabel WHERE {
  wd:Q21621995 p:P54 ?statement .
  ?statement ps:P54 ?team .
  FILTER NOT EXISTS {
    ?statement pq:P582 ?endTime .
  }
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
}",major,SimpleQA/CompMix_table_simple_qa/00077.json
What is the Publication date of the first book of the series His Dark Materials,9 July 1995,Northern Lights|1995-07-09T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?book ?date WHERE {
  wd:Q129240 wdt:P527 ?book .
  ?book wdt:P577 ?date .
}
ORDER BY ?date
LIMIT 1",0.7296512010077248,ComplexQA/CompMix_infobox_complex/00068.json
who produced the movie i can only imagine,Cindy Bond | Kevin Downes | Daryl Lefever | Mickey Liddell | Pete Shilaimon | Raymond Harris | Joe Knopp,Mickey Liddell|Raymond Harris|Kevin Downes,Higher accuracy in Table than in KG,"SELECT ?producer ?producerLabel WHERE {
  wd:Q48672822 wdt:P162 ?producer .
  OPTIONAL {
    ?producer rdfs:label ?producerLabel
    FILTER(lang(?producerLabel) = ""en"")
  }
}",0.7919233215143733,SimpleQA/NQ_table_test_simple/00454.json
"How many games were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,Different answer,"SELECT(COUNT(DISTINCT ?game) AS ?count) WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P361 ?series .
  ?game wdt:P276 wd:Q49136 .
}",major,ComplexQA/Sportsreason_TANQ_complex/00152.json
What is the genre of Homeland Elegies book?,Fiction,novel,Different answer,"SELECT ?genre WHERE {
  wd:Q105082070 schema:description ?desc .
  FILTER(LANG(?desc) = ""en"")
  .
  FILTER(contains(?desc , ""novel"") || regex(?desc , ""^(.* )?novel( .*)?$"" , ""i""))
  .
  BIND(""novel"" AS ?genre)
  .
}",major,SimpleQA/CompMix_table_simple_qa/00139.json
"Which book out of Mrs Dalloway and To the Lighthouse, came first",Mrs Dalloway,Mrs Dalloway|1925-05-14T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?book ?date WHERE {
  {
    wd:Q752584 wdt:P577 ?date .
    BIND(wd:Q752584 AS ?book)
  } UNION {
    wd:Q478016 wdt:P577 ?date .
    BIND(wd:Q478016 AS ?book)
  }
}
ORDER BY ?date
LIMIT 1",0.726938495761315,ComplexQA/CompMix_infobox_complex/00295.json
who is mostly responsible for writing the declaration of independence,Thomas Jefferson,Thomas Jefferson|Timothy Matlack,Higher accuracy in KG than in Table,"SELECT ?author WHERE {
  wd:Q127912 wdt:P50 ?author .
}",0.7892659310182555,SimpleQA/NQ_table_test_simple/00068.json
"How many games were played at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,0,Different answer,"SELECT(COUNT(?game) AS ?total) WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?series wdt:P580 ?seriesStart ; wdt:P582 ?seriesEnd .
  ?game wdt:P31 wd:Q200199 ; wdt:P276 wd:Q49136 ; wdt:P585 ?gameTime .
  FILTER(?gameTime >= ?seriesStart && ?gameTime <= ?seriesEnd)
}",major,ComplexQA/Sportsreason_TANQ_complex/00150.json
What is the name of the father character in the TV series Family Guy?,Peter Griffin,Francis Griffin|Francis Griffin (lang:en),Different answer,"SELECT ?character ?label WHERE {
  wd:Q5930 wdt:P674 ?character .
  ?character rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  FILTER(CONTAINS(?label , ""Francis""))
}
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00155.json
What was the name of the football club Mikel Arteta represented in the year 2003,Rangers F.C.,Spain national under-21 association football team|Rangers F.C.,Higher accuracy in KG than in Table,"SELECT ?club ?clubLabel WHERE {
  wd:Q185572 p:P54 ?statement .
  ?statement ps:P54 ?club .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  FILTER(YEAR(?start) <= 2003 && YEAR(?end) >= 2003)
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = ""en"")
}",0.7210691257925942,ComplexQA/CompMix_table_complex/00066.json
who wrote most of the declaration of independance,Thomas Jefferson,Thomas Jefferson|Timothy Matlack,Higher accuracy in KG than in Table,"SELECT ?author WHERE {
  wd:Q127912 wdt:P50 ?author .
}",0.7892659310182555,SimpleQA/NQ_table_test_simple/00312.json
"How many games were played at Fenway Park during the 1975 American League Championship Series, 2013 American League Championship Series, and 2018 World Series",7,0,Different answer,"SELECT(COUNT(?game) AS ?count) WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P361 ?series .
  ?game wdt:P276 wd:Q49136 .
}",major,ComplexQA/Sportsreason_TANQ_complex/00182.json
What is the name of the main character in the tv series Kakegurui?,Yumeko Jabami,Kirari Momobami|Kirari Momobami (lang:en),Different answer,"SELECT ?character ?label WHERE {
  wd:Q35085291 wdt:P144 ?manga .
  ?manga wdt:P674 ?character .
  ?character wdt:P31 / wdt:P279 * wd:Q95074 .
  ?character rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00205.json
Which soccer player won the European Golden shoe in the year 2005-2006,Luca Toni,Cristiano Ronaldo|Luca Toni|Francesco Totti|Thierry Henry|Ronaldo|Lionel Messi|Miroslav Klose,Higher accuracy in KG than in Table,"SELECT DISTINCT ?player ?playerLabel WHERE {
  ?player p:P166 / ps:P166 wd:Q233454 .
  ?player p:P166 / pq:P585 ?date .
  FILTER(YEAR(?date) = 2006)
  .
  OPTIONAL {
    ?player rdfs:label ?playerLabel .
    FILTER(LANG(?playerLabel) = ""en"")
    .
  }
}",0.7190830419675331,ComplexQA/CompMix_table_complex/00221.json
who sings i can't take my eyes off of you,Frankie Valli,Boys Town Gang|Frankie Valli,Higher accuracy in KG than in Table,"SELECT ?performer ?performerLabel WHERE {
  wd:Q2264239 wdt:P175 ?performer .
  OPTIONAL {
    ?performer rdfs:label ?performerLabel
    FILTER(LANG(?performerLabel) = ""en"")
    .
  }
}",0.7716743905360549,SimpleQA/NQ_table_test_simple/00957.json
How many games were played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series from 1978 through 2009,14,0,Different answer,"SELECT(SUM(xsd:integer(?wins)) AS ?total_games) WHERE {
  ?series wdt:P31 wd:Q1363275 ; wdt:P1923 wd:Q334634 ; wdt:P1923 wd:Q650840 ; wdt:P585 ?date .
  {
    ?series p:P1366 / ps:P1366 ?team ; p:P1366 / pq:P1267 ?wins .
  } UNION {
    ?series p:P1367 / ps:P1367 ?team ; p:P1367 / pq:P1267 ?wins .
  }
  VALUES ?team {
    wd:Q334634 wd:Q650840
  }
  BIND(xsd:integer(SUBSTR(STR(?date) , 1 , 4)) AS ?year)
  FILTER(?year >= 1978 && ?year <= 2009)
}",major,ComplexQA/Sportsreason_TANQ_complex/00195.json
What is the name of the team he initially played on?,Sporting de Gijón B,Newell's Old Boys|Newell's Old Boys (lang:en),Different answer,"SELECT ?team ?teamLabel WHERE {
  wd:Q615 p:P54 ?statement .
  ?statement ps:P54 ?team ; pq:P580 ?startDate .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
  .
}
ORDER BY ASC(?startDate)
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00172.json
Who is the actor who starred in Blazing Saddles and also appeared in Mel Brooks' Young Frankenstein,Gene Wilder,Gene Wilder|Madeline Kahn|Liam Dunn,Higher accuracy in KG than in Table,"SELECT ?actor ?label WHERE {
  wd:Q957323 wdt:P161 ?actor .
  wd:Q651923 wdt:P161 ?actor .
  ?actor rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}",0.7151094372511033,ComplexQA/CompMix_infobox_complex/00024.json
where does the water come from to fill lake eyre,Warburton River,Diamantina River|Georgina River|Frome River|Cooper Creek|Warburton River,Higher accuracy in KG than in Table,"SELECT ?inflow ?inflowLabel WHERE {
  wd:Q179970 wdt:P200 ?inflow .
  ?inflow rdfs:label ?inflowLabel .
  FILTER(lang(?inflowLabel) = 'en')
}",0.7633714499010721,SimpleQA/NQ_table_test_simple/00306.json
"How many games were played by the Boston Red Sox in the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",14,0,Different answer,"SELECT(SUM(?games) AS ?totalGames) WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?series wdt:P1500 ?games .
}",major,ComplexQA/Sportsreason_TANQ_complex/00141.json
What typhoons were of the type super typhoons ?,Olive | Emma | Nancy | Violet | Dot | Megi | Songda | Muifa | Nalgae | Guchol | Jelawat | Bopha | Utor | Usagi | Francisco | Lekima | Haiyan | Neoguri | Rammasun | Halong | Genevieve | Phanfone | Vongfong | Nuri | Hagupit | Maysak | Noul | Dolphin | Nangka | Soudelor | Dujuan | Koppu | Meranti | Chaba | Haima | Nock-ten | Noru | Lan | Maria | Jebi | Mangkhut | Trami | Kong-rey | Yutu | Wutip | Hagibis,"Typhoon Goni|Typhoon Goni (lang:en)
Typhoon Surigae`|Typhoon Surigae` (lang:en)
Typhoon Chanthu|Typhoon Chanthu (lang:en)
Typhoon Mindulle|Typhoon Mindulle (lang:en)
Typhoon Kim|Typhoon Kim (lang:en)
Typhoon Irma|Typhoon Irma (lang:en)
Typhoon Mangkhut|Typhoon Mangkhut (lang:en)
Typhoon Wynne|Typhoon Wynne (lang:en)",Different answer,"SELECT ?typhoon ?label WHERE {
  ?typhoon wdt:P31 wd:Q15941028 .
  OPTIONAL {
    ?typhoon rdfs:label ?label .
    FILTER(LANG(?label) = 'en')
  }
}",major,SimpleQA/Qampari_wikitables_simple/00028.json
What was the first movie David Callaham wrote the screenplay for,Doom,Doom|2005-10-20T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?movie ?movieLabel ?releaseDate WHERE {
  ?movie wdt:P58 wd:Q963032 .
  ?movie wdt:P31 wd:Q11424 .
  ?movie wdt:P577 ?releaseDate .
  ?movie rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = ""en"")
}
ORDER BY ASC(?releaseDate)
LIMIT 1",0.7111862591500892,ComplexQA/CompMix_table_complex/00275.json
the recipient of first jnanpith award was an author which language,Malayalam,G. Sankara Kurup|Malayalam,Higher accuracy in KG than in Table,"SELECT ?recipientLabel ?languageLabel WHERE {
  {
    SELECT ?recipient WHERE {
      ?recipient p:P166 ?stmt .
      ?stmt ps:P166 wd:Q916783 .
      ?stmt pq:P585 ?time .
    }
    ORDER BY ASC(?time)
    LIMIT 1
  }
  ?recipient wdt:P1412 ?language .
  ?recipient rdfs:label ?recipientLabel .
  ?language rdfs:label ?languageLabel .
  FILTER(LANG(?recipientLabel) = 'en')
  FILTER(LANG(?languageLabel) = 'en')
}",0.7605038743244167,SimpleQA/NQ_table_test_simple/00258.json
"How many games were played in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies across the 1977, 1978, 2008, and 2009 seasons",18,0,Different answer,"SELECT(SUM(?numGames) AS ?total) WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  ?series wdt:P361 wd:Q190280 .
  ?series wdt:P585 ?date .
  ?series wdt:P710 wd:Q334634 .
  ?series wdt:P710 wd:Q650840 .
  ?series wdt:P4231 ?numGames .
  FILTER(YEAR(?date) = ?year)
}",major,ComplexQA/Sportsreason_TANQ_complex/00120.json
What was the final album the Beatles produced?,Let it Be,The Beatles' Christmas Album|The Beatles' Christmas Album (lang:en),Different answer,"SELECT ?album ?albumLabel WHERE {
  ?album wdt:P175 wd:Q1299 ; wdt:P577 ?date .
  ?album rdfs:label ?albumLabel .
  FILTER(LANG(?albumLabel) = ""en"")
  .
  FILTER(?date < ""1971-01-01"" ^^ xsd:date)
  .
}
ORDER BY DESC(?date)
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00196.json
What is the date of publication of the first book of the Outland series,1 June 1991,Outlander|1991-06-01T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?book ?date WHERE {
  wd:Q18153036 wdt:P527 ?book .
  ?book wdt:P577 ?date .
}
ORDER BY ASC(?date)
LIMIT 1",0.708572203490707,ComplexQA/CompMix_infobox_complex/00105.json
who wrote the song mary had a little lamb,Sarah Josepha Hale | John Roulstone,Sarah Josepha Hale,Higher accuracy in Table than in KG,"SELECT ?author WHERE {
  wd:Q1360987 wdt:P50 ?author
}",0.7604160890556094,SimpleQA/NQ_table_test_simple/00797.json
How many games were played in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies across the years for which game details are provided,18,0,Different answer,"SELECT(SUM(?games) AS ?totalGames) WHERE {
  ?edition wdt:P31 wd:Q1363275 .
  ?edition wdt:P710 wd:Q334634 .
  ?edition wdt:P710 wd:Q650840 .
  ?edition wdt:P1350 ?games .
}",major,ComplexQA/Sportsreason_TANQ_complex/00099.json
Where was Hawaii Five-O filmed?,"Oahu, Hawaii",Hawaii|Hawaii (lang:en),Higher accuracy in Table than in KG,"SELECT ?location ?locationLabel WHERE {
  wd:Q697407 wdt:P915 ?location .
  ?location rdfs:label ?locationLabel .
  FILTER(LANG(?locationLabel) = 'en')
}",major,SimpleQA/CompMix_table_simple_qa/00306.json
"Who is the screen writer of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Christopher Markus,Ann Peacock|Andrew Adamson|Christopher Markus|Stephen McFeely,Higher accuracy in KG than in Table,"SELECT ?screenwriter WHERE {
  wd:Q485803 wdt:P58 ?screenwriter .
}",0.7077292845940623,ComplexQA/CompMix_table_complex/00034.json
who won the most stanley cups in history,Montreal Canadiens,Montreal Canadiens|24,Higher accuracy in KG than in Table,"SELECT ?team ?teamLabel(COUNT(*) AS ?wins) WHERE {
  ?cupFinal wdt:P31 wd:Q211872 .
  ?cupFinal wdt:P1346 ?team .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
}
GROUP BY ?team ?teamLabel
ORDER BY DESC(?wins)
LIMIT 1",0.7546367427897714,SimpleQA/NQ_table_test_simple/00011.json
"How many games were played in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies for the years 1977, 1978, 2008, and 2009",18,0,Different answer,"SELECT(SUM(?games) AS ?totalGames) WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  ?season wdt:P3450 wd:Q182085 ; wdt:P580 ?startTime ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P1350 ?games .
  FILTER(YEAR(?startTime) = ?year)
}",major,ComplexQA/Sportsreason_TANQ_complex/00135.json
Which game is an alternate reality game ?,[[Ongs Hat]] | [[Majestic (video game)|Majestic]] | [[The Beast (game)|The Beast]] | ReGenesis Extended Reality | I Love Bees | Perplex City | Nowheremen | The Lost Ring | Commander Video | Superstruct | This Is My Milwaukee | [[Xi (alternate reality game)|Xi]] | Picture the Impossible | Potato Sack | Frog Fractions 2 | Cipher Hunt | Oxenfree | [[Sombra (Overwatch)|Sombra]] | [[Waking Titan (ARG)|Waking Titan]],"Year Zero|Year Zero (lang:en)
Cipher Hunt|Cipher Hunt (lang:en)
Spectacular Organic Corporation|Spectacular Organic Corporation (lang:en)
SexyGirlMax2019|SexyGirlMax2019 (lang:en)
Adult Swim ARG|Adult Swim ARG (lang:en)",Different answer,"SELECT ?game ?label WHERE {
  ?game wdt:P31 wd:Q438419 .
  ?game rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 5",major,SimpleQA/Qampari_wikitables_simple/00026.json
who is the actor played as Sheldon Sampson/The Utopian in Tv series Jupiter's Legacy,Josh Duhamel,Josh Duhamel|Elena Kampouris|Leslie Bibb|Ben Daniels,Higher accuracy in KG than in Table,"SELECT ?actor ?actorLabel WHERE {
  wd:Q65120863 wdt:P161 ?actor .
  ?actor rdfs:label ?actorLabel .
  FILTER(LANG(?actorLabel) = 'en')
}",0.7036578961148306,ComplexQA/CompMix_infobox_complex/00075.json
what type of song is what a wonderful world,Traditional pop | jazz,jazz,Higher accuracy in Table than in KG,"SELECT ?genre ?genreLabel WHERE {
  wd:Q944632 wdt:P136 ?genre .
  ?genre rdfs:label ?genreLabel .
  FILTER(LANG(?genreLabel) = ""en"")
}",0.7527525969532312,SimpleQA/NQ_table_test_simple/00486.json
"How many games were played in the National League Championship Series or World Series won by the St. Louis Cardinals that concluded on or after October 16, 1985",46,0,Different answer,"SELECT(SUM(?games) AS ?totalGames) WHERE {
  VALUES ?seriesType {
    wd:Q300972 wd:Q20206337
  }
  ?edition wdt:P31 ?seriesType ; wdt:P1346 ?winnerSeason ; wdt:P582 ?endDate ; wdt:P1350 ?games .
  ?winnerSeason wdt:P54 wd:Q504309 .
  FILTER(xsd:date(?endDate) >= ""1985-10-16"" ^^ xsd:date)
}",major,ComplexQA/Sportsreason_TANQ_complex/00178.json
Which location is part of the  special economic zones of Ukraine ?,"Slavutych, Kyiv Oblast | Mariupol, Donetsk Oblast | Donetsk, Donetsk Oblast | Truskavets, Lviv Oblast | Mykolaiv, Mykolaiv Oblast, shipyard territory, and adjoining area | Odessa, part of Odessa Trade Sea Ports territory",Kurortopolis Truskavets|Kurortopolis Truskavets (lang:en),Higher accuracy in Table than in KG,"SELECT ?location ?locationLabel WHERE {
  ?location wdt:P31 wd:Q494978 .
  ?location wdt:P17 wd:Q212 .
  OPTIONAL {
    ?location rdfs:label ?locationLabel
    FILTER(lang(?locationLabel) = 'en')
  }
}",major,SimpleQA/Qampari_wikitables_simple/00047.json
What was the first movie that Mila Kunis who played Jackie on That '70s Show act in,Santa with Muscles,Santa with Muscles|1996-01-01T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?movie ?title ?date WHERE {
  ?movie wdt:P161 wd:Q37628 .
  ?movie wdt:P31 wd:Q11424 .
  ?movie wdt:P577 ?date .
  ?movie rdfs:label ?title .
  FILTER(lang(?title) = 'en')
  .
  FILTER(DATATYPE(?date) = xsd:dateTime)
  .
}
ORDER BY ?date
LIMIT 1",0.7010712948738586,ComplexQA/CompMix_table_complex/00038.json
who is the singer of Starboy song?,The Weeknd,Daft Punk|The Weeknd,Higher accuracy in KG than in Table,"SELECT ?singer WHERE {
  wd:Q27000439 wdt:P175 ?singer .
}",0.7527409659611375,SimpleQA/CompMix_table_simple_qa/00129.json
