Source_JSON,Record_Index,Question_ID,Convmix_Question_ID,Domain,Question,Gold_Answer,QA-Pairs,Entity_1,Entity_1_Label,Entity_2,Entity_2_Label,Connection_Path,Property_Number,Property_list,Qualifier_Number,Qualifier_list
CompMix_text.jsonl,106,2140,713-0,movies,First movie in airplane-in-trouble series in 1970?,Airport,Q: First movie in airplane-in-trouble series in 1970? | A: Airport,Q409022,Airport,Q409022,Airport,"Path1: Q409022->P144->Q2604087->P4969->Q409022
Path2: Q409022->P179->Q21646057->P527->Q409022",4,P144;P4969;P179;P527,,
CompMix_text.jsonl,106,2140,713-0,movies,First movie in airplane-in-trouble series in 1970?,Airport,Q: First movie in airplane-in-trouble series in 1970? | A: Airport,Q409022,Airport,Q409022,Airport,"Path1: Q409022->P144->Q2604087->P4969->Q409022
Path2: Q409022->P179->Q21646057->P527->Q409022",4,P144;P4969;P179;P527,,
CompMix_text.jsonl,107,101,33-0,movies,In which movie did the actor Gregory Peck make his first debut?,Days of Glory,Q: In which movie did the actor Gregory Peck make his first debut? | A: Days of Glory,Q108366,Gregory Peck,Q2055886,Days of Glory,Q2055886->P161->Q108366,1,P161,,
CompMix_text.jsonl,108,4738,1604-1,music,What is the place where the band Linkin Park was formed?,Agoura Hills,Q: What is the place where the band Linkin Park was formed? | A: Agoura Hills,Q261,Linkin Park,Q395793,Agoura Hills,Q261->P740->Q395793,1,P740,,
CompMix_text.jsonl,109,1865,622-0,movies,Who starred as Superman in the first Superman movie?,Christopher Reeve,Q: Who starred as Superman in the first Superman movie? | A: Christopher Reeve,Q213053,Superman,Q174311,Christopher Reeve,Q213053->P161->Q174311,1,P161,,
CompMix_text.jsonl,111,1918,639-0,soccer,For which country did Aleksandr Kerzhakov played?,Russia,Q: For which country did Aleksandr Kerzhakov played? | A: Russia,Q201866,Aleksandr Kerzhakov,Q159,Russia,"Path1: Q201866->P1532->Q159
Path2: Q201866->P27->Q159",2,P1532;P27,,
CompMix_text.jsonl,113,16,4-4,music,What is the award received in 2001 by the Queen Band?,Rock and Roll Hall of Fame,Q: What is the award received in 2001 by the Queen Band? | A: Rock and Roll Hall of Fame,Q15862,Queen,Q179191,Rock and Roll Hall of Fame,Q15862->P166->Q179191,1,P166,,
CompMix_text.jsonl,116,2170,723-0,movies,David Lynch's first movie?,Eraserhead,Q: David Lynch's first movie? | A: Eraserhead,Q2071,David Lynch,Q11618,Eraserhead,Q2071->P800->Q11618,1,P800,,
CompMix_text.jsonl,117,952,317-0,tvseries,What is the character name of Patrick J. Adams in the show Suits?,Mike Ross,Q: What is the character name of Patrick J. Adams in the show Suits? | A: Mike Ross,Q370185,Suits,Q18509257,Mike Ross,Q370185->P161->Q644565->P453->Q18509257,1,P161,1,P453
CompMix_text.jsonl,119,351,116-3,tvseries,Who composes tv series Alice in Borderland?,Yutaka Yamada,Q: Who composes tv series Alice in Borderland? | A: Yutaka Yamada,Q103967305,Alice in Borderland,Q11470666,Yutaka Yamada,Q103967305->P86->Q11470666,1,P86,,
CompMix_text.jsonl,120,1809,602-4,movies,What is the movie starring Alicia Silverstone that won her a multi-million dollar Colombia Pictures deal?,Clueless,Q: What is the movie starring Alicia Silverstone that won her a multi-million dollar Colombia Pictures deal? | A: Clueless,Q199945,Alicia Silverstone,Q931165,Clueless,Q931165->P161->Q199945,1,P161,,
CompMix_text.jsonl,121,1654,551-0,books,language of work of the book Lord of the Flies?,English,Q: language of work of the book Lord of the Flies? | A: English,Q271764,Lord of the Flies,Q1860,English,Q271764->P407->Q1860,1,P407,,
CompMix_text.jsonl,122,2190,730-1,books,Where was Dante Alighieri born?,Florence,Q: Where was Dante Alighieri born? | A: Florence,Q1067,Dante Alighieri,Q2044,Florence,"Path1: Q1067->P19->Q2044
Path2: Q1067->P551->Q2044
Path3: Q1067->P937->Q2044",3,P19;P551;P937,,
CompMix_text.jsonl,123,1741,580-2,books,How many James Bond novels did Ian Fleming author?,12,Q: How many James Bond novels did Ian Fleming author? | A: 12,Q17437798,good article,Q2009573,James Bond,,,,,
CompMix_text.jsonl,123,1741,580-2,books,How many James Bond novels did Ian Fleming author?,12,Q: How many James Bond novels did Ian Fleming author? | A: 12,Q2009573,James Bond,Q2009573,James Bond,"Path1: Q2009573->P106->Q2340985->P527->Q2009573
Path2: Q2009573->P1283->Q6129980->P921->Q2009573
Path3: Q2009573->P1441->Q102754->P674->Q2009573
Path4: Q2009573->P1441->Q1047711->P674->Q2009573
Path5: Q2009573->P1441->Q106440->P674->Q2009573
Path6: Q2009573->P1441->Q106571->P674->Q2009573
Path7: Q2009573->P1441->Q107724->P674->Q2009573
Path8: Q2009573->P1441->Q107761->P674->Q2009573
Path9: Q2009573->P1441->Q107894->P674->Q2009573
Path10: Q2009573->P1441->Q107914->P674->Q2009573
Path11: Q2009573->P1441->Q19089->P674->Q2009573
Path12: Q2009573->P1441->Q207916->P674->Q2009573
Path13: Q2009573->P1441->Q212145->P674->Q2009573
Path14: Q2009573->P1441->Q309086->P674->Q2009573
Path15: Q2009573->P1441->Q320423->P674->Q2009573
Path16: Q2009573->P175->Q4573->P10606->Q2009573
Path17: Q2009573->P1889->Q161186->P1889->Q2009573
Path18: Q2009573->P1889->Q345818->P1889->Q2009573
Path19: Q2009573->P26->Q2130544->P26->Q2009573
Path20: Q2009573->P40->Q10327231->P22->Q2009573
Path21: Q2009573->P40->Q116272975->P22->Q2009573
Path22: Q2009573->P451->Q2089037->P451->Q2009573
Path23: Q2009573->P451->Q3895965->P451->Q2009573
Path24: Q2009573->P4969->Q120109031->P144->Q2009573
Path25: Q2009573->P7047->Q3514821->P157->Q2009573
Path26: Q2009573->P7047->Q642549->P157->Q2009573
Path27: Q2009573->P7047->Q10327830->P7047->Q2009573
Path28: Q2009573->P7047->Q1104987->P7047->Q2009573
Path29: Q2009573->P7047->Q2053078->P7047->Q2009573
Path30: Q2009573->P7047->Q2136439->P7047->Q2009573
Path31: Q2009573->P7047->Q2142742->P7047->Q2009573
Path32: Q2009573->P7047->Q2219692->P7047->Q2009573
Path33: Q2009573->P7047->Q2282814->P7047->Q2009573
Path34: Q2009573->P7047->Q2307276->P7047->Q2009573
Path35: Q2009573->P7047->Q2361723->P7047->Q2009573
Path36: Q2009573->P7047->Q2426214->P7047->Q2009573
Path37: Q2009573->P7047->Q2724858->P7047->Q2009573
Path38: Q2009573->P7047->Q2748192->P7047->Q2009573
Path39: Q2009573->P7047->Q3079238->P7047->Q2009573
Path40: Q2009573->P7047->Q3082479->P7047->Q2009573
Path41: Q2009573->P7047->Q3514821->P7047->Q2009573
Path42: Q2009573->P7047->Q3880820->P7047->Q2009573
Path43: Q2009573->P7047->Q6316591->P7047->Q2009573
Path44: Q2009573->P7047->Q642549->P7047->Q2009573
Path45: Q2009573->P7047->Q924817->P7047->Q2009573",17,P106;P527;P1283;P921;P1441;P674;P175;P10606;P1889;P26;P40;P22;P451;P4969;P144;P7047;P157,,
CompMix_text.jsonl,124,4263,1444-1,music,What is the award received in 2003 by Eminem?,Academy Award for Best Original Song,Q: What is the award received in 2003 by Eminem? | A: Academy Award for Best Original Song,Q5608,Eminem,Q112243,Academy Award for Best Original Song,Q5608->P166->Q112243,1,P166,,
CompMix_text.jsonl,125,238,78-4,soccer,which club did he  join after FC Barcelona?,FC Barcelona,Q: which club did he  join after FC Barcelona? | A: FC Barcelona,Q615,Lionel Messi,Q7156,FC Barcelona,"Path1: Q615->P108->Q7156
Path2: Q615->P54->Q7156",2,P108;P54,,
CompMix_text.jsonl,126,1120,372-4,movies,who is the composer of The Call of the Wild movie?,John Powell,Q: who is the composer of The Call of the Wild movie? | A: John Powell,Q57982258,The Call of the Wild,Q313540,John Powell,Q57982258->P86->Q313540,1,P86,,
CompMix_text.jsonl,127,2565,864-4,music,What was Carly Simon's first album?,Carly Simon,Q: What was Carly Simon's first album? | A: Carly Simon,Q3660196,Carly Simon,Q181683,Carly Simon,Q3660196->P175->Q181683,1,P175,,
CompMix_text.jsonl,128,1800,600-1,books,What was William Faulkner's last novel?,The Reivers,Q: What was William Faulkner's last novel? | A: The Reivers,Q38392,William Faulkner,Q3233504,The Reivers,Q38392->P166->Q833633->P1686->Q3233504,1,P166,1,P1686
CompMix_text.jsonl,129,383,127-0,tvseries,Which actor played Maurice Moss in The IT Crowd?,Richard Ayoade,Q: Which actor played Maurice Moss in The IT Crowd? | A: Richard Ayoade,Q239672,The IT Crowd,Q1333118,Richard Ayoade,Q239672->P161->Q1333118,1,P161,,
CompMix_text.jsonl,130,457,152-1,movies,"Which novel based on ""Die Hard"" movie?",Nothing Lasts Forever,"Q: Which novel based on ""Die Hard"" movie? | A: Nothing Lasts Forever",Q105598,Die Hard,Q7062779,Nothing Lasts Forever,Q105598->P144->Q7062779,1,P144,,
CompMix_text.jsonl,131,1130,376-2,tvseries,who is the creator of Peaky Blinders series?,Steven Knight,Q: who is the creator of Peaky Blinders series? | A: Steven Knight,Q14944179,Peaky Blinders,Q1337354,Steven Knight,"Path1: Q14944179->P170->Q1337354
Path2: Q14944179->P58->Q1337354",2,P170;P58,,
CompMix_text.jsonl,132,1808,602-3,movies,Which actress played the role of The Princess of France in the film Love's Labour's Lost?,Alicia Silverstone,Q: Which actress played the role of The Princess of France in the film Love's Labour's Lost? | A: Alicia Silverstone,Q2064278,Love's Labour's Lost,Q199945,Alicia Silverstone,Q2064278->P161->Q199945,1,P161,,
CompMix_text.jsonl,133,3865,1310-2,books,Who is the author of The Dark Room?,R. K. Narayan,Q: Who is the author of The Dark Room? | A: R. K. Narayan,Q7728990,The Dark Room,Q334252,R. K. Narayan,Q7728990->P50->Q334252,1,P50,,
CompMix_text.jsonl,134,287,95-0,music,Singer of the song Into You?,Ariana Grande,Q: Singer of the song Into You? | A: Ariana Grande,Q24026109,Into You,Q151892,Ariana Grande,"Path1: Q24026109->P175->Q151892
Path2: Q24026109->P676->Q151892
Path3: Q24026109->P86->Q151892",3,P175;P676;P86,,
CompMix_text.jsonl,135,1777,592-2,movies,Which is the debut movie of Hussain Dalal as actor?,Bring On the Night,Q: Which is the debut movie of Hussain Dalal as actor? | A: Bring On the Night,Q16728338,Hussain Dalal,Q17023347,Bring on the Night,,,,,
CompMix_text.jsonl,136,2852,970-3,books,Who founded Azkaban in harry potter?,Damocles Rowle,Q: Who founded Azkaban in harry potter? | A: Damocles Rowle,Q715509,Azkaban,Q10269234,Damocles Rowle,Q715509->P112->Q10269234,1,P112,,
CompMix_text.jsonl,136,2852,970-3,books,Who founded Azkaban in harry potter?,Damocles Rowle,Q: Who founded Azkaban in harry potter? | A: Damocles Rowle,Q47598,Harry Potter and the Prisoner of Azkaban,Q10269234,Damocles Rowle,Q47598->P138->Q715509->P112->Q10269234,2,P138;P112,,
CompMix_text.jsonl,137,1756,585-0,music,"Which American singer, songwriter and dancer was dubbed the ""King of Pop""?",Michael Jackson,"Q: Which American singer, songwriter and dancer was dubbed the ""King of Pop""? | A: Michael Jackson",Q17437796,featured article,Q2831,Michael Jackson,,,,,
CompMix_text.jsonl,137,1756,585-0,music,"Which American singer, songwriter and dancer was dubbed the ""King of Pop""?",Michael Jackson,"Q: Which American singer, songwriter and dancer was dubbed the ""King of Pop""? | A: Michael Jackson",Q2831,Michael Jackson,Q2831,Michael Jackson,"Path1: Q2831->P1038->Q24248537->P1038->Q2831
Path2: Q2831->P1151->Q13217614->P1204->Q2831
Path3: Q2831->P1283->Q56883815->P921->Q2831
Path4: Q2831->P1299->Q156597->P161->Q2831
Path5: Q2831->P1299->Q156597->P674->Q2831
Path6: Q2831->P1343->Q64831246->P921->Q2831
Path7: Q2831->P1424->Q6330635->P1423->Q2831
Path8: Q2831->P1830->Q1135240->P127->Q2831
Path9: Q2831->P1830->Q953021->P127->Q2831
Path10: Q2831->P1830->Q997482->P127->Q2831
Path11: Q2831->P1830->Q953021->P88->Q2831
Path12: Q2831->P1889->Q1928065->P1889->Q2831
Path13: Q2831->P22->Q361297->P40->Q2831
Path14: Q2831->P2354->Q936776->P1269->Q2831
Path15: Q2831->P25->Q238402->P40->Q2831
Path16: Q2831->P2579->Q106594369->P1269->Q2831
Path17: Q2831->P2579->Q106594369->P2578->Q2831
Path18: Q2831->P26->Q237324->P26->Q2831
Path19: Q2831->P26->Q3078773->P26->Q2831
Path20: Q2831->P3373->Q108747135->P3373->Q2831
Path21: Q2831->P3373->Q131324->P3373->Q2831
Path22: Q2831->P3373->Q217427->P3373->Q2831
Path23: Q2831->P3373->Q234388->P3373->Q2831
Path24: Q2831->P3373->Q317784->P3373->Q2831
Path25: Q2831->P3373->Q319392->P3373->Q2831
Path26: Q2831->P3373->Q336222->P3373->Q2831
Path27: Q2831->P3373->Q349461->P3373->Q2831
Path28: Q2831->P3373->Q44855->P3373->Q2831
Path29: Q2831->P3828->Q3556371->P127->Q2831
Path30: Q2831->P40->Q16221338->P22->Q2831
Path31: Q2831->P40->Q16240598->P22->Q2831
Path32: Q2831->P40->Q7137312->P22->Q2831
Path33: Q2831->P40->Q7244161->P22->Q2831
Path34: Q2831->P40->Q7244161->P737->Q2831
Path35: Q2831->P463->Q43267->P527->Q2831
Path36: Q2831->P551->Q953021->P127->Q2831
Path37: Q2831->P551->Q953021->P88->Q2831
Path38: Q2831->P7084->Q57933865->P971->Q2831
Path39: Q2831->P7084->Q7509564->P971->Q2831
Path40: Q2831->P737->Q1299->P6275->Q2831
Path41: Q2831->P793->Q3315914->P1269->Q2831
Path42: Q2831->P793->Q761887->P12912->Q2831
Path43: Q2831->P793->Q1786269->P175->Q2831
Path44: Q2831->P793->Q20880687->P175->Q2831
Path45: Q2831->P793->Q631899->P710->Q2831
Path46: Q2831->P793->Q761887->P8032->Q2831
Path47: Q2831->P800->Q44104->P162->Q2831
Path48: Q2831->P800->Q44289->P162->Q2831
Path49: Q2831->P800->Q44320->P162->Q2831
Path50: Q2831->P800->Q44347->P162->Q2831
Path51: Q2831->P800->Q44104->P175->Q2831
Path52: Q2831->P800->Q44142->P175->Q2831
Path53: Q2831->P800->Q44289->P175->Q2831
Path54: Q2831->P800->Q44320->P175->Q2831
Path55: Q2831->P800->Q44347->P175->Q2831
Path56: Q2831->P8693->Q74073658->P825->Q2831
Path57: Q2831->P910->Q7215695->P301->Q2831",43,P1038;P1151;P1204;P1283;P921;P1299;P161;P674;P1343;P1424;P1423;P1830;P127;P88;P1889;P22;P40;P2354;P1269;P25;P2579;P2578;P26;P3373;P3828;P737;P463;P527;P551;P7084;P971;P6275;P793;P12912;P175;P710;P8032;P800;P162;P8693;P825;P910;P301,,
CompMix_text.jsonl,138,1902,634-1,music,What is the genre of the music by  André Previn?,jazz,Q: What is the genre of the music by  André Previn? | A: jazz,Q155712,Andr\u00E9 Previn,Q8341,Jazz,Q155712->P136->Q8341,1,P136,,
CompMix_text.jsonl,139,2975,1012-0,movies,Who are the stars of the Disney movie Stargirl?,Grace VanderWaal;Graham Verchere,Q: Who are the stars of the Disney movie Stargirl? | A: Grace VanderWaal;Graham Verchere,Q57474414,Stargirl,Q26897673,Grace VanderWaal,Q57474414->P156->Q107121729->P161->Q26897673,2,P156;P161,,
CompMix_text.jsonl,139,2975,1012-0,movies,Who are the stars of the Disney movie Stargirl?,Grace VanderWaal;Graham Verchere,Q: Who are the stars of the Disney movie Stargirl? | A: Grace VanderWaal;Graham Verchere,Q57474414,Stargirl,Q38543930,Graham Verchere,,,,,
CompMix_text.jsonl,140,3027,1028-4,soccer,Where did he play college soccer?,University of Illinois Chicago,Q: Where did he play college soccer? | A: University of Illinois Chicago,Q356072,Jay DeMerit,Q955764,University of Illinois at Chicago,Q356072->P69->Q955764,1,P69,,
CompMix_text.jsonl,141,2180,726-3,tvseries,Who was the director of the first season of True Detective?,Cary Joji Fukunaga,Q: Who was the director of the first season of True Detective? | A: Cary Joji Fukunaga,Q7847400,True Detective,Q512103,Cary Joji Fukunaga,Q7847400->P57->Q512103,1,P57,,
CompMix_text.jsonl,142,2859,972-4,movies,who was the editor in Interstellar?,Lee Smith,Q: who was the editor in Interstellar? | A: Lee Smith,Q13417189,Interstellar,Q1811998,Lee Smith,Q13417189->P1040->Q1811998,1,P1040,,
CompMix_text.jsonl,143,549,182-4,movies,Who is the director of the movie Dilwale Dulhania Le Jayenge?,Aditya Chopra,Q: Who is the director of the movie Dilwale Dulhania Le Jayenge? | A: Aditya Chopra,Q849343,Dilwale Dulhania Le Jayenge,Q357608,Aditya Chopra,"Path1: Q849343->P57->Q357608
Path2: Q849343->P58->Q357608",2,P57;P58,,
CompMix_text.jsonl,146,3955,1340-2,books,what is the main subject of Crime and Punishment book?,murder,Q: what is the main subject of Crime and Punishment book? | A: murder,Q165318,Crime and punishment,Q132821,murder,Q165318->P921->Q132821,1,P921,,
CompMix_text.jsonl,147,2731,930-1,books,Who is the writer of the book Digital Fortress?,Dan Brown,Q: Who is the writer of the book Digital Fortress? | A: Dan Brown,Q207964,Digital Fortress,Q7345,Dan Brown,Q207964->P50->Q7345,1,P50,,
CompMix_text.jsonl,149,4925,1666-1,tvseries,Who played Ethel Mertz in the TV series I Love Lucy?,Vivian Vance,Q: Who played Ethel Mertz in the TV series I Love Lucy? | A: Vivian Vance,Q5403172,Ethel Mertz,Q271871,Vivian Vance,Q5403172->P361->Q181943->P161->Q271871,2,P361;P161,,
CompMix_text.jsonl,149,4925,1666-1,tvseries,Who played Ethel Mertz in the TV series I Love Lucy?,Vivian Vance,Q: Who played Ethel Mertz in the TV series I Love Lucy? | A: Vivian Vance,Q181943,I Love Lucy,Q271871,Vivian Vance,Q181943->P161->Q271871,1,P161,,
CompMix_text.jsonl,152,404,134-2,music,What is the title of his first studio album?,Mind of Mine,Q: What is the title of his first studio album? | A: Mind of Mine,Q3626950,Zayn Malik,Q22965873,Mind of Mine,Q22965873->P175->Q3626950,1,P175,,
CompMix_text.jsonl,153,2056,685-0,music,What is the name of the band that produced the single My Generation in year 1965?,The Who,Q: What is the name of the band that produced the single My Generation in year 1965? | A: The Who,Q8353114,My Generation,Q93346,The Who,Q8353114->P175->Q93346,1,P175,,
CompMix_text.jsonl,157,3173,1078-0,soccer,Who captained the football club Chelsea in the 2012 Champions League final?,Frank Lampard,Q: Who captained the football club Chelsea in the 2012 Champions League final? | A: Frank Lampard,Q9616,Chelsea F.C.,Q41533,Frank Lampard,"Path1: Q9616->P286->Q41533
Path2: Q9616->P3279->Q41533",2,P286;P3279,,
CompMix_text.jsonl,157,3173,1078-0,soccer,Who captained the football club Chelsea in the 2012 Champions League final?,Frank Lampard,Q: Who captained the football club Chelsea in the 2012 Champions League final? | A: Frank Lampard,Q719820,2012 UEFA Champions League Final,Q41533,Frank Lampard,Q719820->P710->Q41533,1,P710,,
CompMix_text.jsonl,159,1311,436-3,tvseries,What series was a spin-off of Dallas?,Knot's Landing,Q: What series was a spin-off of Dallas? | A: Knot's Landing,Q168708,Dallas,Q640535,Knots Landing,Q168708->P2512->Q640535,1,P2512,,
CompMix_text.jsonl,162,78,26-0,tvseries,Who played the Vanessa Van Helsing role in Van Helsing Tv series?,Kelly Overton,Q: Who played the Vanessa Van Helsing role in Van Helsing Tv series? | A: Kelly Overton,Q23787669,Van Helsing,Q461131,Kelly Overton,Q23787669->P161->Q461131,1,P161,,
CompMix_text.jsonl,163,120,40-0,books,Who wrote Slaughterhouse-Five?,Kurt Vonnegut,Q: Who wrote Slaughterhouse-Five? | A: Kurt Vonnegut,Q265954,Slaughterhouse-Five,Q49074,Kurt Vonnegut,Q265954->P50->Q49074,1,P50,,
CompMix_text.jsonl,165,2701,920-1,books,"What was the another name of the novel ""Moby-Dick""?",The Whale,"Q: What was the another name of the novel ""Moby-Dick""? | A: The Whale",Q174596,Moby-Dick,Q87925060,The Whale,,,,,
CompMix_text.jsonl,166,855,284-4,music,Who joined Pink Floyd in 1967?,David Gilmour,Q: Who joined Pink Floyd in 1967? | A: David Gilmour,Q2306,Pink Floyd,Q178517,David Gilmour,Q2306->P527->Q178517,1,P527,,
CompMix_text.jsonl,167,4260,1442-4,movies,What is the original language of the movie Venom: Let There Be Carnage?,English,Q: What is the original language of the movie Venom: Let There Be Carnage? | A: English,Q60498064,Venom: Let There Be Carnage,Q1860,English,Q60498064->P364->Q1860,1,P364,,
CompMix_text.jsonl,168,2571,866-4,tvseries,Where does Three's Company take place?,"Santa Monica, CA","Q: Where does Three's Company take place? | A: Santa Monica, CA",Q245996,Three's Company,Q47164,"Santa Monica, California",Q245996->P840->Q65->P47->Q47164,2,P840;P47,,
CompMix_text.jsonl,170,1608,536-1,tvseries,What is the name of the actress playing the role of Betty Cooper in Riverdale?,Lili Reinhart,Q: What is the name of the actress playing the role of Betty Cooper in Riverdale? | A: Lili Reinhart,Q23001951,Riverdale,Q28653501,Lili Reinhart,Q23001951->P161->Q28653501,1,P161,,
CompMix_text.jsonl,170,1608,536-1,tvseries,What is the name of the actress playing the role of Betty Cooper in Riverdale?,Lili Reinhart,Q: What is the name of the actress playing the role of Betty Cooper in Riverdale? | A: Lili Reinhart,Q2900232,Betty Cooper,Q28653501,Lili Reinhart,Q2900232->P175->Q28653501,1,P175,,
CompMix_text.jsonl,171,4772,1615-0,music,What is the origin of the band Imagine Dragons?,"Las Vegas, Nevada","Q: What is the origin of the band Imagine Dragons? | A: Las Vegas, Nevada",Q391348,Imagine Dragons,Q23768,Las Vegas,Q391348->P740->Q23768,1,P740,,
CompMix_text.jsonl,172,1495,498-2,soccer,Who did Chelsea Football Club lose to in the 1915 FA Cup Final?,Sheffield United,Q: Who did Chelsea Football Club lose to in the 1915 FA Cup Final? | A: Sheffield United,Q9616,Chelsea F.C.,Q19607,Sheffield United F.C.,"Path1: Q9616->P1344->Q4484479->P1346->Q19607
Path2: Q9616->P1344->Q116977381->P1923->Q19607
Path3: Q9616->P1344->Q4484479->P1923->Q19607
Path4: Q9616->P1344->Q60439913->P1923->Q19607
Path5: Q9616->P1344->Q69622172->P1923->Q19607",3,P1344;P1346;P1923,,
CompMix_text.jsonl,172,1495,498-2,soccer,Who did Chelsea Football Club lose to in the 1915 FA Cup Final?,Sheffield United,Q: Who did Chelsea Football Club lose to in the 1915 FA Cup Final? | A: Sheffield United,Q4484479,1915 FA Cup Final,Q19607,Sheffield United F.C.,"Path1: Q4484479->P1346->Q19607
Path2: Q4484479->P1923->Q19607",2,P1346;P1923,,
CompMix_text.jsonl,173,945,314-4,music,What is the album from the band Def Leppard that follows On Through the Night?,High 'n' Dry,Q: What is the album from the band Def Leppard that follows On Through the Night? | A: High 'n' Dry,Q182890,Def Leppard,Q944387,High 'n' Dry,Q944387->P175->Q182890,1,P175,,
CompMix_text.jsonl,174,4933,1668-3,soccer,In which country was Raúl Díaz Arce born?,El Salvador,Q: In which country was Raúl Díaz Arce born? | A: El Salvador,Q2035466,Ra\u00FAl D\u00EDaz Arce,Q792,El Salvador,"Path1: Q2035466->P1532->Q792
Path2: Q2035466->P27->Q792",2,P1532;P27,,
CompMix_text.jsonl,175,4627,1566-2,tvseries,Who was the first head of Warner Bros. Television Distribution?,William T. Orr,Q: Who was the first head of Warner Bros. Television Distribution? | A: William T. Orr,Q1156642,Warner Bros. Television Studios,Q8019110,William T. Orr,Q1156642->P112->Q8019110,1,P112,,
CompMix_text.jsonl,176,196,64-4,music,What is the name of Chris Martin and Gwyneth Paltrow's daughter?,Apple Martin,Q: What is the name of Chris Martin and Gwyneth Paltrow's daughter? | A: Apple Martin,Q712860,Chris Martin,Q47493349,Apple Martin,Q712860->P40->Q47493349,1,P40,,
CompMix_text.jsonl,176,196,64-4,music,What is the name of Chris Martin and Gwyneth Paltrow's daughter?,Apple Martin,Q: What is the name of Chris Martin and Gwyneth Paltrow's daughter? | A: Apple Martin,Q34460,Gwyneth Paltrow,Q47493349,Apple Martin,Q34460->P40->Q47493349,1,P40,,
CompMix_text.jsonl,177,778,259-0,soccer,"In 2015, what team did Christine Sinclair belong to?",Portland Thorns,"Q: In 2015, what team did Christine Sinclair belong to? | A: Portland Thorns",Q262802,Christine Sinclair,Q1446672,Portland Thorns FC,Q262802->P54->Q1446672,1,P54,,
CompMix_text.jsonl,180,899,300-0,books,Who is the author of the book The Catcher in the Rye?,J. D. Salinger,Q: Who is the author of the book The Catcher in the Rye? | A: J. D. Salinger,Q183883,The Catcher in the Rye,Q79904,J. D. Salinger,Q183883->P50->Q79904,1,P50,,
CompMix_text.jsonl,183,1940,646-3,tvseries,"Who played the title character in Good Morning, Miss Bliss?",Hayley Mills,"Q: Who played the title character in Good Morning, Miss Bliss? | A: Hayley Mills",Q639023,"Good Morning, Miss Bliss",Q237805,Hayley Mills,Q639023->P161->Q237805,1,P161,,
CompMix_text.jsonl,184,3856,1307-0,tvseries,What is the name of the actress who played Lorelai's daughter in the show Gilmore Girls?,Alexis Bledel,Q: What is the name of the actress who played Lorelai's daughter in the show Gilmore Girls? | A: Alexis Bledel,Q193462,Gilmore Girls,Q192887,Alexis Bledel,Q193462->P161->Q192887,1,P161,,
CompMix_text.jsonl,184,3856,1307-0,tvseries,What is the name of the actress who played Lorelai's daughter in the show Gilmore Girls?,Alexis Bledel,Q: What is the name of the actress who played Lorelai's daughter in the show Gilmore Girls? | A: Alexis Bledel,Q2533281,Lorelai Gilmore,Q192887,Alexis Bledel,"Path1: Q2533281->P1441->Q193462->P161->Q192887
Path2: Q2533281->P1441->Q27890248->P161->Q192887
Path3: Q2533281->P40->Q1140947->P175->Q192887",4,P1441;P161;P40;P175,,
CompMix_text.jsonl,185,3634,1232-4,movies,What is the original language of the movie Batman: Death in the Family,English,Q: What is the original language of the movie Batman: Death in the Family | A: English,Q98537283,Batman: Death in the Family,Q1860,English,Q98537283->P364->Q1860,1,P364,,
CompMix_text.jsonl,186,1876,625-0,music,Who sang lead for the band Queen?,Freddie Mercury,Q: Who sang lead for the band Queen? | A: Freddie Mercury,Q15862,Queen,Q15869,Freddie Mercury,Q15862->P527->Q15869,1,P527,,
CompMix_text.jsonl,187,2238,746-2,tvseries,Who played the character of Sachin in the movie 99?,Kunal Khemu,Q: Who played the character of Sachin in the movie 99? | A: Kunal Khemu,Q4646285,99,Q3497323,Kunal Khemu,Q4646285->P161->Q3497323,1,P161,,
CompMix_text.jsonl,188,1699,566-2,tvseries,Who played the character of Lieutenant Commander JoAnne Galloway in A Few Good Men?,Demi Moore,Q: Who played the character of Lieutenant Commander JoAnne Galloway in A Few Good Men? | A: Demi Moore,Q108946,A Few Good Men,Q43044,Demi Moore,Q108946->P161->Q43044,1,P161,,
CompMix_text.jsonl,189,3419,1160-3,books,What is the first book he wrote in the Oz series?,The Wonder City of Oz,Q: What is the first book he wrote in the Oz series? | A: The Wonder City of Oz,Q207544,L. Frank Baum,Q7775613,The Wonder City of Oz,"Path1: Q7775613->P1434->Q15912693->P170->Q207544
Path2: Q7775613->P179->Q2167095->P50->Q207544",4,P1434;P170;P179;P50,,
CompMix_text.jsonl,190,3780,1282-1,movies,Who played Aragorn in The Fellowship of the Ring?,Viggo Mortensen,Q: Who played Aragorn in The Fellowship of the Ring? | A: Viggo Mortensen,Q127367,The Lord of the Rings: The Fellowship of the Ring,Q171363,Viggo Mortensen,Q127367->P161->Q171363,1,P161,,
CompMix_text.jsonl,191,133,44-1,music,What kids show was Fergie part of?,Kids Incorporated,Q: What kids show was Fergie part of? | A: Kids Incorporated,Q180004,Fergie,Q635054,Kids Incorporated,,,,,
CompMix_text.jsonl,192,460,152-4,movies,"Who was actress of ""Die Hard"" movie?",Bonnie Bedelia,"Q: Who was actress of ""Die Hard"" movie? | A: Bonnie Bedelia",Q105598,Die Hard,Q234997,Bonnie Bedelia,Q105598->P161->Q234997,1,P161,,
