question,answer
Which works influenced Bulgakov's The Master and Margarita?,"['Faust', 'Dr FaustusLa damnation de Faust', 'Symphonie Fantastique', 'The Brothers Karamazov', 'Anna Karenina', 'El diablo cojuelo']"
"In what years, since 2000, has the same football team won both the Spanish and Champions league?","['2014', '2006', '2009', '2011', '2015', '2022']"
"Did any of the main characters on TV's Black Sails, appear in the book Treasure Island? If so, please list their names.","['Long John Silver', 'Billy Bones', 'Israel Hands', 'Ben Gunn', 'Tom Morgan', 'Tom']"
"Who were the god of death and god of war in ancient Rome, Norway and Mesopotamia?",['Dispater (Pluto)']
Which imperial dynasties ruled for more than 80 years over the Byzantine empire?,"['Justinian dynasty', 'Heraclian dynasty', 'Isaurian dynasty', 'Macedonian dynasty', 'Komnenid dynasty', 'Palaiologan dynasty']"
In what order would the actresses who portrayed Ms. Moneypenny in James Bond movies be if they were arranged youngest to oldest based on their age at their first appearance in the role?,"['Barbara Bouchet', 'Caroline Bliss', 'Samantha Bond', 'Lois Maxwell', 'Naomie Harris', 'Pamela Salem']"
Which companies did each of the Traitorous-Eight go on to co-found following Fairchild Semiconductor?,"['Intel Corporation', 'Fairchild Semiconductor', 'Intel (formerly NM Electronics)', 'Amelco', 'Union Carbide Electronics', 'Intersil']"
"Which medieval English kings that reigned during the 12th century, had at least one of their parents born in France?","['William II', 'Henry I', 'Stephen of Blois', 'Henry II', 'Richard I', 'John Lackland']"
Which kingdoms had defeated the Ottoman empire in the second half of the 15th century?,"['Kingdom of Hungary', 'Kingdom of Naples', 'Kingdom of Sicily', 'Hungary', 'Transylvania', 'Crown of Aragon']"
"Besides the Spanish Flu, what other diseases reached a pandemic like state in the 1900s?","['Spanish flu', 'HIV/AIDS pandemic', '1918–1922 Russia typhus epidemic', '1957–1958 influenza pandemic', 'Hong Kong flu', 'Third plague pandemic']"
Who had been the most bitter enemy of the Kingdom of Ayutthaya throughout its history?,"['Toungoo dynasty (Burma)', 'Toungoo Empire', 'Sukhothai Kingdom', 'Lan Na Kingdom', 'Toungoo dynasty', 'Konbaung dynasty (Burma)']"
Which South American countries with above average homicide rates bordered states where such rates were lower than the international average?,"['Brazil', 'Chile', 'Paraguay', 'Uruguay', 'Colombia', 'Ecuador']"
Which of the metallic dragons Dungeons & Dragons do not breath fire?,"['Copper dragon', 'Silver dragon', 'Adamantine dragon', 'Mercury dragon', 'Mithral dragon', 'Orium dragon']"
What academic degrees do the current governors in Australia hold?,['Bachelor of Laws']
Which films did Martin Scorsese make with Leonardo DiCaprio?,"['Gangs of New York', 'The Aviator', 'The Departed', 'Shutter Island', 'The Wolf of Wall Street', 'Killers of the Flower Moon']"
Which of the UEFA all time scorers married a model?,"['Lionel Messi', 'Thierry Henry', 'Andriy Shevchenko', 'Edin Džeko', 'Mario Gómez', 'Luís Figo']"
Which Amazon Prime original series that has a current season for 2022 is/are based on novels?,"['Island', 'Reacher', 'The Boys', 'The Lord of the Rings: The Rings of Power', 'The Summer I Turned Pretty', 'The Terminal List']"
What members of Israel's 2020 government were either criminally charged or convicted?,"['Aryeh Deri', 'Benjamin Netanyahu', 'Israel Katz', 'Tzachi Hanegbi', 'Yaakov Litzman', 'Yuli Edelstein']"
Which rap artist or group has won the highest number of Grammy awards for best record and best album combined?,"['Childish Gambino', 'Anderson .Paak', 'Lizzo', 'Lauryn Hill', 'Outkast', 'Jon Batiste']"
"What is the largest wild bird found in every continent, save Antarctica?","['Asia', 'Southern cassowary']"
Which Iranian Shanasha dynasties are commonly considered to be of Kurdish ancestry?,"['Safavid dynasty', 'Zand dynasty', 'Rawadid dynasty', 'The Shaddadids', 'The Hasanwayhids', 'The Annazids']"
Which notable alumni from NYU's law school have become human rights activists?,"['Sally Kohn', 'Jamila Wideman', 'Amal Clooney', 'Crystal Eastman', 'Abraham Foxman', 'Thomas Buergenthal']"
What is the percentage of Celtic language speakers in their native countries? List the percentage of speakers out of the total population.,"['Welsh', 17.200178362608]"
Did any wars in Prussia during the 18th and 19th centuries last more than five years?,"['Spanish War of Succession', 'Great Northern War', 'Austrian War of Succession', ""Seven Years' War"", 'Third Silesian War', 'Revolutionary and Napoleonic Wars']"
Which Western African countries have been under military rule over the past 15 years?,"['Burkina Faso', 'The Gambia', 'Guinea', 'Mali', 'Mauritania', 'Niger']"
What are the capital cities of all the New England States?,"['Hartford', 'Augusta', 'Boston', 'Concord', 'Providence', 'Montpelier']"
"Besides hydroelectricity, what are other green energy sources?","['wind power', 'solar power', 'hydrogen', 'uranium', 'natural gas', 'synthetic fuels']"
To what Asian countries does Japan exports goods in a value which exceeds $25 billion?,"['China', 'Taiwan', 'South Korea', 'Thailand', 'Hong Kong', 'United Arab Emirates']"
Name the consorts of current European monarchs that were not born to noble families?,"['Charlene Wittstock', 'Letizia Ortiz Rocasolano', 'Silvia Sommerlath', 'María Teresa Mestre y Batista', 'Máxima Zorreguieta Cerruti', 'Sonja Haraldsen']"
What titles did the fathers of Henry VIII wives hold?,"['King of Aragon', 'King of Castile']"
What other books did the main antagonist of The Dark Tower appear in?,"['The Stand', 'The Eyes of the Dragon', 'Hearts in Atlantis', ""Gwendy's Button Box"", ""Gwendy's Magic Feather"", ""Gwendy's Final Task""]"
"Besides clay, what are some other surfaces that tennis can be played on?","['Grass', 'concrete', 'asphalt topped with acrylic', 'carpet', 'hardwood flooring', 'Artificial turf']"
Which dishes typically include the world's most expensive spice?,"['khoresh', 'risotto', 'paella', 'bouillabaisse', 'biryani', 'Golden Ham']"
"Were any of the kings of France ever involved in a war against England (or the UK) as well as in a separate war against Spain during their reign? If so, please tell me which ones.","['Francis I the Father of Letters', 'Henry II', 'Henry III', 'Louis XIII the Just', 'Louis XIV the Great the Sun King', 'Louis XV the Beloved', 'Napoleon I']"
What television shows produced by Renaissance Pictures were filmed in New Zealand?,"['Hercules: The Legendary Journeys', 'Xena: Warrior Princess', 'Young Hercules', 'Jack of All Trades', 'Cleopatra 2525', 'Legend of the Seeker', 'Ash vs Evil Dead']"
"Besides London, what is the most common birthplace of British prime ministers over the past 30 years?","['St Helier, Surrey', 'Edinburgh, Scotland', 'Giffnock, Scotland', 'Marylebone, London, United Kingdom', 'Eastbourne, England', 'New York City, US', 'Oxford, England']"
Name the academy award winning directors who were less than 35 years old when first winning the award?,"['Lewis Milestone', 'Norman Taurog', 'Fred Zinnemann', 'Francis Ford Coppola', 'Oliver Stone', 'Sam Mendes', 'Damien Chazelle']"
which players have won both a scoring title and an MVP since Michael Jordan retired?,"['Kobe Bryant', 'LeBron James', 'Kevin Durant', 'Russell Westbrook', 'Stephen Curry', 'James Harden', 'Joel Embiid']"
What were the deficit and tax revenues during each year of president Trump?,"['2017', '$503 billion (requested)', '$3.316 trillion']"
"Which kingdoms, outside of Scandinavia, were founded by Vikings?","['the kingdom of the Isles (Suðreyjar)', 'Orkney (Norðreyjar)', 'York (Jórvík)', 'the Danelaw (Danalǫg)', 'Dublin (Dyflin)', 'Normandy', ""Kievan Rus' (Garðaríki)""]"
Who is the main female protagonist in each of George Eliot's novels?,"['Hetty Sorrel', 'Maggie Tulliver', 'Eppie', 'Romola', 'Esther Lyon', 'Dorothea Brooke', 'Gwendolen Harleth']"
Name the Luxembourg prime ministers who ruled the country for more than 10 years .,"['Félix, Baron de Blochausen', 'Paul Eyschen', 'Joseph Bech', 'Pierre Dupong', 'Pierre Werner', 'Jacques Santer', 'Jean-Claude Juncker']"
Which NBA centers under 6'10 have won the MVP award?,"['Bill Russell', 'Bob McAdoo', 'Bob Pettit', 'Dave Cowens', 'Moses Malone', 'Wes Unseld', 'Willis Reed']"
which Baroque paintings by Dutch and Flemish artists are found at the Hermitage?,"['Self-Portrait by Anthony van Dyck (1622–1623)', 'Portrait of Inigo Jones', 'Portrait of William Laud', 'Madonna with Partridges']"
What labours out of Hercules's twelve did not require him to kill a mythical beast?,"['Capturing the Ceryneian Hind', 'Capturing the Erymanthian Boar', 'Cleaning the Augean stables in a single day', 'Capturing the Cretan Bull', 'Stealing the Mares of Diomedes', 'Obtaining the girdle of Hippolyta, queen of the Amazon', 'Stealing three of the golden apples of the Hesperides']"
When and to where has Cheesecake Factory expanded internationally?,"['UAE', '2012']"
"Which Peruvian Presidents were either killed or comitted suicide, and how old were they when they died?","['Agustín Gamarra', '56']"
What was the job of the main protagonist in each of the notable African American sitcoms of the 70s and 80s?,"['entrepreneur', 'George Jefferson', 'The Jeffersons']"
Who are the seven Archons in Gnostic belief and what is the origin of each of their names?,"['Yaldabaoth', 'Aramaic word meaning chaos']"
What was the average percentage of women Nobel prize laureates in Literature in each decade since 1950?,"['1960s', 9.090909090909093]"
What were the incidents that sparked each one of the Napoleonic wars?,"['the Peninsular War', 'French and Spanish armies invaded and occupied Portugal in 1807 by transiting through Spain.']"
What languages are spoken in Scandinavia?,"['Danish', 'German']"
Which Fast and Furious big bads went on to star in multiple films in the series?,"['Arturo Braga', 'Deckard Shaw', 'Dominic Toretto', 'Herman Reyes', 'Owen Shaw', 'Cipher', 'Jakob']"
What were the origins of the foreign pharaonic dynasties that ruled over Egypt?,"['Dynasty XV (Hyksos), Avaris', 'Hyksos, Canaanite']"
Who has killed each of the seven homunculi in Fullmetal Alchemist Brotherhood?,"['Pride', 'Edward']"
Which leading works by Chaucer included themes of a religious nature?,"['Translation of Roman de la Rose', 'The Book of the Duchess', 'The House of Fame', 'Parlement of Foules', 'The Canterbury Tales', ""Translation of Boethius' Consolation of Philosophy"", 'The Legend of Good Women']"
Which terrorist organizations had carried out each of the ten most deadly attacks on European soil since 1980?,"['Russian government (disputed)', 'FSB (disputed)', 'GRU (disputed)', 'Achemez Gochiyayev and accomplices (disputed)']"
"Name the seven most populous cities in Italy, their number of residents and when were they founded.","['Palermo', '676,118', '734 BC']"
Which countries out of Poland and its neighbors were ever invaded by the Mongols?,"['Poland', 'Lithuania', 'Russia', 'Ukraine', 'Czech Republic', 'Belarus', 'Slovakia']"
What are the worlds top 8 largest big cats by weight?,"['Tiger', '142 kg']"
"Which Roman and Egyptian gods were the equivalent of Ares, Hephaestus, Hecate and Enyo?",['Mars']
Who are the NBA MVP players that have never won a championship?,"['Allen Iverson', 'Charles Barkley', 'Derrick Rose', 'James Harden', 'Joel Embiid', 'Karl Malone', 'Russell Westbrook', 'Steve Nash']"
Which Languages are spoken by more than 3.5% of the world population?,"['English', 'Mandarin Chinese', 'Hindi', 'Spanish', 'French', 'Modern Standard Arabic', 'Bengali', 'Indonesian']"
How many civilian deaths did each Balkan country suffer during World War 2? List country name and number of casualties.,"['European Turkey', '200']"
Which NBA scoring champions held the title for at least 3 consecutive years?,"['Bob McAdoo', 'George Gervin', 'George Mikan', 'James Harden', 'Kevin Durant', 'Michael Jordan', 'Neil Johnston', 'Wilt Chamberlain']"
Which mythical creatures appear in Ibsen's Peer Gynt?,"['A pastor/The Devil (Peer Gynt thinks he is a pastor)', 'A green-clad woman, a troll princess', 'The Old Man of the Mountains, a troll king (Also known as The Mountain King)', 'Multiple troll-courtiers, troll-maidens and troll-urchins', 'Brownies, nixies, gnomes, et al.', 'The Bøyg, a voice in the darkness', 'The Sphinx at Giza', 'A button-moulder']"
"Besides the Raiders, what other NFL mascot is in a human form?","['Sourdough Sam', 'Pat Patriot', 'Steely McBeam', 'Raider Rusher', 'Rowdy', 'Viktor the Viking', 'Captain Fear', 'Sir Saint']"
What are the birth countries of players in roster of the Denver Nuggests?,"['U.S.', 'Slovenia', 'United States', 'Serbia', 'Canada', 'US', 'Beverley Hills, California, U.S', 'Australia']"
who is on the board of directors at Tesla?,"['Robyn Denholm', 'Elon Musk', 'Kimbal Musk', 'Ira Ehrenpreis', 'James Murdoch', 'Kathleen Wilson-Thompson', 'Joe Gebbia', 'J. B. Straubel']"
"What Israeli cities with more than 100,000 people currently have a mayor that's affiliated with the country's coalition?","['Jerusalem', 'Petah Tikva', 'Ramat Gan', 'Bat Yam', 'Netanya', 'Holon', 'Ashdod', 'Beit Shemesh']"
What are the titles of Thai nobility?,"['Chaophraya', 'Phraya', 'Phra', 'Luang', 'Khun', 'Muen', 'Phan', 'Nai']"
What is the ethnicity of the main protagonists in each GTA game?,"['Grand Theft Auto: Chinatown Wars', 'Chinese-American']"
What were the eight tallest towers of the architect that designed the tallest building in the year 2000?,"['Burj Khalifa', 'Sears Tower (renamed Willis Tower), Wacker Drive, Chicago, USA', 'Willis Tower', 'Sears Tower, renamed Willis Tower, Chicago, 1970–1973', 'One World Trade Center', 'Jin Mao Tower', 'Nanjing Greenland Financial Center', 'Al Hamra Tower']"
List the number of Marvel Comics female superhero debuts by decade.,"['1940s', 4]"
What is number of Nobel prize winner alumni of each Ivy league school?,"['Columbia University', 46]"
Which point guards did Charles Barkley play alongside with during his time in Phoenix?,"['Frank Johnson', 'Kevin Johnson', 'Cooper, Duane', 'Johnson, Frank', 'Johnson, Kevin', 'Perry, Elliot', 'Ruffin, Trevor', 'Rencher, Terrence']"
Name the eight most populous cities in Italy along with their number of residents and population density.,"['Rome', '4,342,212', '2,236/km2']"
Which Dragonball Z characters were family of the show's main villains?,"['King Cold', 'Cooler', 'Cell Juniors', 'Bibidi', 'Uub', 'King Vegeta', 'Tarble', 'Tights']"
Which salon dances do not come from Latin America?,"['Viennese Waltz', 'Foxtrot', 'East Coast Swing', 'Jive', 'Quickstep', 'Pasodoble', 'Spanish bolero', 'Waltz']"
What types of cakes do Argentinians enjoy?,"['Bread pudding (budín de pan)', 'Chocotorta', 'Flan', 'Ladyfingers (vainillas)', 'Pionono', 'Tortas fritas', 'Balcarce dessert', 'Rogel']"
What are the Ivy League colleges in the order in which they were founded from oldest to newest?,"['Harvard University', 'Yale University.', 'University of Pennsylvania', 'Princeton University', 'Columbia University', 'Brown University', 'Dartmouth College', 'Cornell University']"
Which Ivy league universities have ever been headed by a woman president?,"['Columbia University', 'Cornell University', 'Dartmouth College', 'Harvard University', 'Princeton University', 'Yale University', 'Brown University', 'University of Pennsylvania']"
Who owns each of the top 3 car manufacturers in the world?,"['Volkswagen Group', 'Porsche SE']"
What are the 8 US states with highest hourly minimum wage?,"['Washington', 'California', 'Connecticut', 'New Jersey', 'Maryland', 'Massachusetts', 'New York', 'Colorado']"
Which of the 30 most popular Shonen Manga do not revolve around fighters or battles?,"['Case Closed / Detective Conan', 'Slam Dunk', 'KochiKame: Tokyo Beat Cops', 'Astro Boy', 'Touch', 'The Kindaichi Case Files', 'Major', 'The Prince of Tennis']"
What was the percentage of women Nobel prize laureates in Literature in each decade since 1950?,"['1950s', 0.0]"
"What are the ethnic groups in Moldova, excluding the largest group?","['Romanians', 'Ukrainians', 'Gagauzians', 'Russians', 'Bulgarians', 'Romani', 'Jews', 'Poles']"
Which American companies currently have an all electric vehicle for sale in the mass market in the United States?,"['Rivian', 'Rivian R1S', 'Tesla, Inc.', 'General Motors', 'Faraday Future', 'Fisker Inc', 'Ford', 'Ford Motor Company', 'Lucid Motors']"
Who originally comissioned each of the world's ten tallest skyscrapers and when?,"['Merdeka 118', 'Permodalan Nasional Berhad', 'Unknown']"
Which wars has Jordan been involved in since its independence?,"['First Arab–Israeli War (1948–1949)', 'Six-Day War (1967)', 'War of Attrition (1967–1970)', 'Black September (1970–1971)', 'Yom Kippur War (1973)', ""Sa'dah War (2009–2010)"", 'Libyan Civil War (2011)', 'Intervention against ISIS (2014–)', 'Intervention in Yemen (2015–)']"
Name the Joseon monarchs of Korea that fought against foreign kingdoms during their rule.,"['Yi Hyeol', 'Yi Jong', 'Yi Yu', 'Yi Yeon', 'Yi Bang-won', 'Yi Do', 'Yi Yeok', 'Yi Hwan', 'Yi Hon']"
Which actors have costarred with Zoe Kravitz in more than two films?,"['Marc John Jefferies', 'Ezra Miller', 'Shailene Woodley', 'Theo James', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer']"
Which Dutch party leaders are aged 40 to 50 years old?,"['Dilan Yeşilgöz', 'Pieter Omtzigt', 'Henri Bontenbal', 'Esther Ouwehand', 'Mirjam Bikker', 'Thierry Baudet', 'Chris Stoffer', 'Richard de Mos', 'Femke Merel van Kooten']"
How many stage plays did Arthur Miller write in each decade?,"['1940s', 5]"
Which characters from Peter Jackson's LOTR movies were also in The Hobbit trilogy?,"['Frodo Baggins', 'Gandalf', 'Legolas', 'Bilbo Baggins', 'Elrond', 'Galadriel', 'Gollum', 'Saruman', 'Sauron']"
List the percentage of centers out of the NBA scoring leaders for each decade.,"[""1940's"", 25.0]"
Which world pandemics throughout history did not spread due to wars or conquests?,"['Plague of Justinian', 'HIV/AIDS epidemic', 'COVID-19 pandemic', '1957–1958 influenza pandemic', 'Hong Kong flu', '735–737 Japanese smallpox epidemic', 'Naples Plague', '1846–1860 cholera pandemic', '1889–1890 flu pandemic']"
Tell me which traditional Moroccan dishes involve chicken?,"['Briouat', 'Bourekas', 'Ferakh Maamer', 'Pastilla', 'Tajine', 'Djaj mqalli', 'Couscous', 'Milina', 'Harira']"
"For each member of The Seven in The Boys TV show, list their actual comic book inspiration.","['The Homelander', 'Superman']"
List all Spider-Man arcs where Dr Octopus serves as the big bad.,"['Secret Wars', 'Ends of the Earth', 'Dying Wish', 'Spider-Geddon', 'If This Be My Destiny...!', 'Doc Ock Wins!', 'Death of Captain Stacy', 'The Return of the Sinister Six', 'The Gauntlet']"
Are there any popular vegetables with more vitamin C per serving than oranges?,"['Brussels sprouts', 'broccoli', 'kale', 'kohlrabi', 'snap pea', 'snow pea', 'pepper', 'bell pepper', 'sweet pepper']"
"In the ten countries with the highest HDI, what is the population growth rate along with the male and female suicide rates?","['Switzerland', '0.64', '14.2', '9.2']"
How was each of the empress regnant of Japan related to the previous emperor?,"['Nukatabe, Empress Suiko', 'Empress Suiko is the half-sister of Sushun']"
Which Israeli Jewish musicians are human rights activists?,"['Chava Alberstein', 'Netta Barzilai', 'Miri Ben-Ari', 'Arkadi Duchin', 'Rita Yahan-Farouz', 'Aviv Geffen', 'Amal Murkus', 'Infected Mushroom', 'Ahinoam Nini (Noa)', 'Idan Raichel']"
Which Pokemon video games were released after 2016?,"['Ultra Sun and Ultra Moon', ""Let's Go, Pikachu! and Let's Go, Eevee!"", 'Sword and Shield', 'The Isle of Armor (DLC)', 'The Crown Tundra (DLC)', 'Brilliant Diamond and Shining Pearl', 'Legends: Arceus', 'Scarlet and Violet', 'The Teal Mask (DLC)', 'The Indigo Disk (DLC)']"
Which allies fought alongside Russia in both World War I and World War II?,"['United Kingdom', 'Belgium', 'Luxembourg', 'Italy', 'Romania', 'United States', 'Greece', 'China', 'Brazil', 'Czechoslovakia']"
What ethnicities in Central African Republic have more than fifty thousand people?,"['Baggara Arabs', 'Banda', 'Gbaya', 'Kara', 'Mbaka', 'Mandja', 'Sara', 'Wodaabe', 'Yakoma', 'Zande']"
"Which historic empires ruled over Anatolia from the classical period and until modern-day Tukey, and during what years?","['Assyrian Empire', '911 BC to 626 BC']"
Which artists released a single alongside Benny Blanco?,"['Halsey', 'Khalid']"
What have been Jordan's goals in each of the wars it was engaged in and were these goals achieved?,"['War of Attrition', 'To facilitate a full Israeli withdrawal from Sinai', 'No']"
"Besides Tom Brady, what 2022 Bucs player has been playing in the NFL for over ten years?","['Blaine Gabbert', 'Mike Evans', 'Julio Jones', 'Kyle Rudolph', 'Ryan Jensen', 'William Gholston', 'Akiem Hicks', 'Lavonte David', 'Sean Murphy-Bunting', 'Ryan Succop']"
Who are the characters of Chekhov's The Seagull besides the protagonist and her family?,"['Nina Mikhailovna Zarechniy', 'Ilya Afanasyevich Shamrayev', 'Polina Andryevna', 'Masha', 'Boris Alexeyevich Trigorin', 'Yevgeny Sergeyevich Dorn', 'Semyon Semyonovich Medvedenko', 'Yakov', 'Cook', 'Maid']"
Which of the Shia dynasties of North Africa and the Levant were established by Arab rulers?,"['Idrisid dynasty', 'Uqaylid Dynasty', 'Harfush dynasty', 'Ali al-Saghir Dynasty', 'Fatimid Caliphate', 'Hamdanid dynasty', 'Mirdasids', 'Mazyadids', 'Numayrids', 'Banu Kanz']"
"In Alexandre Dumas' book the Three Musketeers, which characters actually existed throughout history?","['Athos', 'Porthos', 'Aramis', ""D'Artagnan"", 'King Louis XIII of France', 'Queen Anne of Austria', 'Cardinal Richelieu', 'M. de Tréville', 'George Villiers, 1st Duke of Buckingham', 'John Felton']"
Which languages are closely related to Finnish?,"['Hungarian', 'Estonian', 'Mari', 'Komi-Zyrian', 'Moksha', 'Udmurt', 'Võro', 'Erzya', 'Khanty', 'Tundra Nenets']"
Out of the current NFL quarterbacks. which ones have played in at least one super bowl game ?,"['Joe Burrow', 'Russell Wilson', 'Jared Goff', 'Aaron Rodgers', 'Matt Ryan', 'Patrick Mahomes', 'Matthew Stafford', 'Joe Flacco', 'Tom Brady', 'Carson Wentz']"
Which Game of Thrones main characters were killed off in the penultimate episode of each season?,"['Robb Stark', 'Talisa Maegyr', 'Catelyn Stark', 'Sandor The Hound Clegane', 'Varys', 'Jaime Lannister', 'Cersei Lannister', 'Ygritte', 'Ramsay Bolton', 'Eddard Ned Stark']"
Which cast members from Sons of Anarchy have appeared (as the same character) in the current spin-off series?,"['Katey Sagal', 'Kim Coates', 'Tommy Flanagan', 'Drea de Matteo', 'David Labrava', 'Emilio Rivera', 'Michael Ornstein', 'Rusty Coones', 'Jacob Vargas', 'Ivo Nandi']"
"Of the current NFL head coaches, which ones were hired to this position while in their 40s?","['Jonathan Gannon', 'John Harbaugh', 'Sean McDermott', 'Matt LaFleur', 'Josh McDaniels', 'Bill Belichick', 'Brian Daboll', 'Robert Saleh', 'Nick Sirianni', 'Mike Vrabel', 'Dan Campbell']"
Which Colombian Presidents were over 60 years old when entering office?,"['Francisco Javier Zaldúa y Racines', 'Manuel Antonio Sanclemente Sanclemente', 'Laureano Gómez Castro', 'José Manuel Marroquín Ricaurte', 'Marco Fidel Suárez', 'Jorge Holguín Mallarino', 'Pedro Nel Ospina Vázquez', 'Alfonso López Michelsen', 'Julio César Turbay Ayala', 'Virgilio Barco Vargas', 'Gustavo Francisco Petro Urrego']"
Which raditional Japanese desserts do not contain beans?,"['Hakuto jelly', 'Purin', 'Chinsuko', 'Green tea ice cream', 'Tokyo banana', 'Melonpan', 'Amezaiku', 'Sata andagi', 'Raindrop cake', 'Mochi ice cream', 'Coffee jelly']"
Which of the current NFL head coaches also played on an NFL team themselves?,"['Frank Reich', 'Zac Taylor', 'Sean Payton', 'Dan Campbell', 'DeMeco Ryans', 'Doug Pederson', ""Kevin O'Connell"", 'Dennis Allen', 'Todd Bowles', 'Mike Vrabel', 'Ron Rivera']"
"List the winners of the Roland Garros women singles tournament since 2013, sorted by their age when winning the title.","['Jeļena Ostapenko', 'Iga Świątek', 'Iga Świątek', 'Iga Świątek', 'Garbiñe Muguruza', 'Ashleigh Barty', 'Barbora Krejčíkov', 'Simona Halep', 'Maria Sharapova', 'Serena Williams', 'Serena Williams']"
What languages are commonly spoken by Burkina Faso's main ethnic groups?,['Mooré language']
"Out of major wars Mexico during the 17th to 21st centuries, which ones did they initiate?","['Texas–Indian Wars', 'Casa Mata Plan Revolution', 'Reform War', 'Dirty War', 'Yaqui Wars', 'Cortina Troubles', 'Mexican annexation of Clipperton Island', 'Border War', 'Mexican War of Independence', 'Mexican Indian Wars', 'Zapatista Uprising']"
Which books by Gabriel Garcia Marquez are based on real historical events?,"['Chronicle of a Death Foretold (1981)', 'The Story of a Shipwrecked Sailor (1970)', 'Clandestine in Chile (1986)', 'News of a Kidnapping (1996)', 'Living to Tell the Tale (2002)', 'The Autumn of the Patriarch (1975)', 'The General in His Labyrinth (1989)', 'No One Writes to the Colonel (1961)', 'The Solitude of Latin America (1982)', 'The Fragrance of Guava (1982, with Plinio Apuleyo Mendoza)', 'The Scandal of the Century: Selected Journalistic Writings 1950–1984 (2019)']"
What European kingdoms would have been considered allies of Philip IV of France?,"['Kingdom of Naples', 'Kingdom of Mallorca', 'Kingdom of Navarre Supported by:', 'Republic of Genoa', 'Papal States', 'Kingdom of Castile', 'Crown of Aragon (post 1295 Treaty of Anagni)', 'Guelphs', 'Artois', 'Valois', 'Foix']"
"Which of the most popular names for kids (boys and girls) in Germany, Austria and Scandinavia originate from Norse mythology?","['Väinö', 'Baldur', 'Brandur', 'Kári', 'Signe', 'Astrid', 'Liv', 'Tóra', 'Aino', 'Embla', 'Guðrún']"
What were the former occupations of the Booker Prize winners over the past decade?,['director and screenwriter']
Which African countries have more than 5% of their population older than 65?,"['Egypt', 'South Africa', 'Algeria', 'Morocco', 'Tunisia', 'Botswana', 'Mauritius', 'South Sudan', 'Lesotho', 'Cape Verde', 'Seychelles']"
In which novels by Charles Dickens is the protagonist an adult?,"['Little Dorrit', 'A Tale of Two Cities', 'Great Expectations', 'The Pickwick Papers', 'Martin Chuzzlewit', ""The Haunted Man and the Ghost's Bargain"", 'Dombey and Son', 'Our Mutual Friend', 'The Mystery of Edwin Drood', 'Barnaby Rudge', 'Hard Times']"
Which Savile Row bespoke tailoring houses were opened during the twentieth century?,"['Maurice Sedwell', 'Anderson and Sheppard', 'Welsh & Jeffries', 'Chester Barrie', 'Hardy Amies', 'Nutters of Savile Row', 'Chittleborough & Morgan', 'Richard James', 'Ozwald Boateng', 'Steed Bespoke Tailors', 'William Hunt']"
How did each English Monarchic dynatsy (since William the Conqueror) came to rule over the kingdom?,"['House of Blois', ""Henry I's nephew Stephen of Blois seized the throne after Henry died.""]"
Which countries have more than 3 nuclear power stations?,"['France', 'Russia', 'United States', 'Canada', 'China', 'Spain', 'Japan', 'South Korea', 'United Kingdom', 'India', 'Ukraine']"
I want a Pokemon game for Game Boy or Game Boy Color.,"['Pokémon Gold and Silver', 'Pokémon Crystal', 'Pokémon Trading Card Game', 'Pokémon Play It!', 'Pokémon Pinball', 'Pokémon Puzzle Challenge', 'Pokémon Card GB2: Here Comes Great Team Rocket!', 'Pocket Monsters Red and Green', 'Pokémon Yellow: Special Pikachu Edition', 'Pocket Monsters Blue', '(Pokémon Red and Blue)']"
What are unemployment rates in all EU member states not currently governed by a right-wing (or right leaning) party?,"['Bulgaria', '4.3']"
What is the heaviest land mammal native to each continent and how much do they weigh?,"['Asia', 'Asian elephant', '4.0 t (4.4 short tons) (males)']"
Which chefs were awarded 3 Michelin stars in 2020?,"['Zhang Yong', 'Glenn Viel', 'Kei Kobayashi', 'Marco Müller', 'Wong Lung To', 'Enrico Bartolini', '{}', 'Hiroshi Sasaki', 'Toshiya Kadowaki', 'Jesús Sánchez', 'Pierre Gagnaire']"
What year did Charles Barkley begin his professional basket ball career and who were his teammates?,"['1984', 'Cheeks, Maurice', 'Erving, Julius', 'Johnson, Clemon', 'Johnson, George', 'Jones, Bobby', 'Malone, Moses', 'Richardson, Clint', 'Threatt, Sedale', 'Toney, Andrew', 'Williams, Sam', 'Wood, Leon']"
Which actors or actresses appeared in more than two films directed by Quentin Tarantino?,"['Quentin Tarantino', 'Tim Roth', 'Michael Madsen', 'Lawrence Bender', 'Bruce Willis', 'Samuel L. Jackson', 'Uma Thurman', 'Julie Dreyfus', 'Michael Parks', 'James Parks', 'Kurt Russell', 'Zoë Bell']"
Which artists had Mark Ronson produce more than one of their albums?,"['Mark Ronson', 'Adele', 'Duran Duran', 'Lily Allen', 'Amy Winehouse', 'Teriyaki Boyz', 'Rhymefest', 'King Princess', 'Robbie Williams', 'Lady Gaga', 'Action Bronson', 'Miley Cyrus']"
What was the percentage of female MKs in each party of the 17th Knesset?,"['Kadima', 20.689655172413794]"
"In Dungeons & Dragons, where do each of the major chromatic and metallic dragons are known to nest?","['Red dragon', 'volcanoes and mountains']"
