question,gold_answer,KG answer,taxonomy_label,method,source
What is the genre of Homeland Elegies book?,Fiction,novel,Different answer,LLM-as-a-judge,CompMix_table
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens","Iain Hornal|Iain Hornal (lang:en)
Lol Creme|Lol Creme (lang:en)
Kevin Godley|Kevin Godley (lang:en)
Mike Stevens|Mike Stevens (lang:en)
Paul Burgess|Paul Burgess (lang:en)
Graham Gouldman|Graham Gouldman (lang:en)
Eric Stewart|Eric Stewart (lang:en)
Stuart Tosh|Stuart Tosh (lang:en)
Duncan Mackay|Duncan Mackay (lang:en)
Rick Fenn|Rick Fenn (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
cast of a nightmare on elm street 1984,John Saxon | Ronee Blakley | Heather Langenkamp | Amanda Wyss | Nick Corri | Johnny Depp | Robert Englund,"Heather Langenkamp|Heather Langenkamp (lang:en)
Amanda Wyss|Amanda Wyss (lang:en)
Joseph Whipp|Joseph Whipp (lang:en)
Ronee Blakley|Ronee Blakley (lang:en)
Jsu Garcia|Jsu Garcia (lang:en)
...|...
Johnny Depp|Johnny Depp (lang:en)
Lin Shaye|Lin Shaye (lang:en)
John Saxon|John Saxon (lang:en)
Joe Unger|Joe Unger (lang:en)
Charles Fleischer|Charles Fleischer (lang:en)",Different answer,LLM-as-a-judge,NQ_table
What was the publication date of the book Adventures of Huckleberry Finn,"December 10, 1884",1884-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_infobox
What are the exoplanets discovered in 2021 ?,NGTS-14Ab | NGTS-13b | TOI-628 b | TOI-640 b | TOI-1333 A b | TOI-1478 b | TOI-1601 b | OGLE-2019-BLG-0960Lb | HD 110082 b,"TOI-540 b|TOI-540 b (lang:en)
HD 110082 b|HD 110082 b (lang:en)
Su|Su (lang:en)
TOI-1601 b|TOI-1601 b (lang:en)
OGLE-2019-BLG-0960Lb|OGLE-2019-BLG-0960Lb (lang:en)
...|...
K2-138 g|K2-138 g (lang:en)
wd:Q95944758|
wd:Q97030402|
wd:Q97051903|
HD 1916bk|HD 1916bk (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
who wrote the song after you've gone,Turner Layton | Henry Creamer,Henry Creamer|Henry Creamer (lang:en),Different answer,LLM-as-a-judge,NQ_table
Who were the main actors in The Sting that won an Academy Award for Best Picture over American Graffiti,Paul Newman;Robert Redford;Robert Shaw,Robert Redford|Robert Redford (lang:en),Different answer,LLM-as-a-judge,CompMix_infobox
The men 's middleweight weightlifting competition at the 1924 Olympics which featured third-lightest British weight lifter and allowed weightlifters of up to 75 kilograms was held on which date,"Wednesday , 23 July 1924",1924-01-01T00:00:00Z,Different answer,LLM-as-a-judge,OTT_QA_dev
when was the spanish-american war fought,"April 21, 1898[b] – August 13, 1898",1898-04-25T00:00:00Z|1898-08-11T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
who was on the first season of dwts,Trista Sutter | Evander Holyfield | Rachel Hunter | Joey McIntyre | John O'Hurley | Kelly Monaco,"Rachel Hunter|Rachel Hunter (lang:en)
Louis Van Amstel|Louis Van Amstel (lang:en)
Evander Holyfield|Evander Holyfield (lang:en)
John O'Hurley|John O'Hurley (lang:en)
Ashly DelGrosso|Ashly DelGrosso (lang:en)
...|...
Alec Mazo|Alec Mazo (lang:en)
Charlotte Jørgensen|Charlotte Jørgensen (lang:en)
Edyta Śliwińska|Edyta Śliwińska (lang:en)
Jonathan Roberts|Jonathan Roberts (lang:en)
Joey McIntyre|Joey McIntyre (lang:en)",Different answer,LLM-as-a-judge,NQ_table
when does the mlb season start and finish,"March 29 – October 31, 2018",April|October,Different answer,LLM-as-a-judge,NQ_table
What are the current or past space stations ?,Salyut 1 | DOS-2 | Salyut 2 | Kosmos 557 | Skylab | Salyut 3 | Salyut 4 | Salyut 5 | Salyut 6 | Salyut 7 | Mir | Tiangong-1 | Tiangong-2 | Lunar Gateway | Russian Orbital Service Station (ROSS) | Lunar Orbital Station   (LOS) | Manned Orbiting Laboratory 1–7 | Skylab B | OPS-4 | Freedom | Mir-2 | [[Columbus Man-Tended Free Flyer|Columbus MTFF]] | [[Galaxy (spacecraft)|Galaxy]] | [[Excalibur Almaz|Almaz commercial]] | OPSEK,"Salyut 5|Salyut 5 (lang:en)
Tiangong-1|Tiangong-1 (lang:en)
Kosmos 1870|Kosmos 1870 (lang:en)
Almaz 1A|Almaz 1A (lang:en)
Kosmos 557|Kosmos 557 (lang:en)
...|...
Salyut 6|Salyut 6 (lang:en)
Salyut 2|Salyut 2 (lang:en)
Salyut 4|Salyut 4 (lang:en)
Salyut 3|Salyut 3 (lang:en)
Salyut 7|Salyut 7 (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
when did the golden state warriors win the finals,1947 | 1956 | 1975 | 2015 | 2017,"1975
2015
2017
2018",Different answer,LLM-as-a-judge,NQ_table
who wrote from now on from the greatest showman,Joseph Trapanese | John Debney,"John Debney|John Debney (lang:en)
Benj Pasek and Justin Paul|Benj Pasek and Justin Paul (lang:en)",Different answer,LLM-as-a-judge,NQ_table
who was elected the president of constituent assembly,"Dr. Rajendra Prasad, INC","Rajendra Prasad
Sachchidananda Sinha",Different answer,LLM-as-a-judge,NQ_table
What are the different women wrestling promotions ?,[[Actwres girlZ]] | Ice Ribbon | Ladies Legend Pro-Wrestling | Oz Academy | Pro Wrestling Wave | [[Sendai Girls Pro Wrestling]] | Tokyo Joshi Pro Wrestling | World Wonder Ring Stardom | [[All Japan Womens Pro-Wrestling]] | Arsion | Gaea Japan | [[JDStar|Jd]] | JWP Joshi Puroresu,"Sendai Girls' Pro Wrestling|Sendai Girls' Pro Wrestling (lang:en)
Dream Star Fighting Marigold|Dream Star Fighting Marigold (lang:en)
Shine Wrestling|Shine Wrestling (lang:en)
Marvelous That's Women Pro Wrestling|Marvelous That's Women Pro Wrestling (lang:en)
Tokyo Joshi Pro Wrestling|Tokyo Joshi Pro Wrestling (lang:en)
Pro Wrestling Wave|Pro Wrestling Wave (lang:en)
World Wonder Ring Stardom|World Wonder Ring Stardom (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
when was i don't like mondays released,21 July 1979,"1979-07-13T00:00:00Z
1979-10-01T00:00:00Z",Different answer,LLM-as-a-judge,NQ_table
when did the song rapper's delight come out,"September 16, 1979",1979-11-09T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
when was the electronic funds transfer act signed into law,"November 10, 1978",1978-09-10T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
where does the path train stop in newark,Newark Penn Station,Newark – World Trade Center|Newark – World Trade Center (lang:en),Different answer,LLM-as-a-judge,NQ_table
What is the lowest number of Grand Final appearances for the senior team of either the Richmond or Collingwood football club in the Victorian Football League/Australian Football League,11,24,Different answer,LLM-as-a-judge,Sportsreason_TANQ
What is the name of the football club Iker Casillas represented in the year 2002,Real Madrid Castilla,"Spain men's national football team|Spain men's national football team (lang:en)
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
"Over what years was the rider for the 1986 Tour de France team in general classification listed as the most successful cycling team of all time , professional",1985 to 1997,1984|1991,Different answer,LLM-as-a-judge,OTT_QA_dev
What libraries hold more than 15 million books ?,British Library | Library of Congress | Shanghai Library | New York Public Library | Library and Archives Canada | National Diet Library | Bibliothèque nationale de France | National Library of China | Library of the Russian Academy of Sciences | Boston Public Library | New York State Library | Harvard Library | Vernadsky National Library of Ukraine,"Library of Congress|Library of Congress (lang:en)|171636507.0
British Library|British Library (lang:en)|170000000.0
Russian State Library|Russian State Library (lang:en)|127822300.0
New York Public Library|New York Public Library (lang:en)|53100000.0
United States National Agricultural Library|United States National Agricultural Library (lang:en)|50000000.0
...|...|...
Library and Archives Canada|Library and Archives Canada (lang:en)|30000000.0
Library of the Russian Academy of Sciences|Library of the Russian Academy of Sciences (lang:en)|26500000.0
UK Medical Heritage Library|UK Medical Heritage Library (lang:en)|20000000.0
Library and Archives Canada|Library and Archives Canada (lang:en)|20000000.0
University of British Columbia Library|University of British Columbia Library (lang:en)|15800000.0",Different answer,LLM-as-a-judge,Qampari_wikitables
When did the BBC Radio 1 band in 2008 ( Sunday ) that performed at In New Music We Trust Stage at the same time as two artists performed at outdoor stage form,in 2000,2006,Different answer,LLM-as-a-judge,OTT_QA_dev
three largest cities in the world by population,Shanghai | Beijing | Delhi,"Beijing|Beijing (lang:en)|21893095.0
Chengdu|Chengdu (lang:en)|20937757.0
Shenzhen|Shenzhen (lang:en)|17494398.0",Different answer,LLM-as-a-judge,NQ_table
Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,"Heckler & Koch HK417|Heckler & Koch HK417 (lang:en)
Sako M23|Sako M23 (lang:en)
Mk 14 Enhanced Battle Rifle|Mk 14 Enhanced Battle Rifle (lang:en)
Howa Type 64|Howa Type 64 (lang:en)
Zastava M05N|Zastava M05N (lang:en)
FN SCAR H|FN SCAR H (lang:en)
M14|M14 (lang:en)
FG 42|FG 42 (lang:en)
Sturmgewehr 52|Sturmgewehr 52 (lang:en)
KAL1 General Purpose Infantry Rifle|KAL1 General Purpose Infantry Rifle (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
Selena Gomez's music genre?,"pop rock, electropop, dance-pop","electropop|electropop (lang:en)
dance-pop|dance-pop (lang:en)
pop music|pop music (lang:en)
pop rock|pop rock (lang:en)
alternative R&B|alternative R&B (lang:en)
contemporary R&B|contemporary R&B (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
How many members are there in the Indian Ocean band right now,5,1,Different answer,LLM-as-a-judge,CompMix_infobox
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,Different answer,LLM-as-a-judge,NQ_table
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,Different answer,LLM-as-a-judge,NQ_table
What are the promotion names of women wrestling promotions ?,Shimmer Women Athletes | Shine Wrestling | Women of Wrestling | Women Superstars United | ChickFight | Gorgeous Ladies of Wrestling | Ladies Major League Wrestling | Ladies Professional Wrestling Association | [[Naked Womens Wrestling League]] | Powerful Women of Wrestling | Rise Wrestling | [[World Womens Wrestling]] | Wrestlicious,"Sendai Girls' Pro Wrestling|Sendai Girls' Pro Wrestling (lang:en)
Dream Star Fighting Marigold|Dream Star Fighting Marigold (lang:en)
Shine Wrestling|Shine Wrestling (lang:en)
Marvelous That's Women Pro Wrestling|Marvelous That's Women Pro Wrestling (lang:en)
Tokyo Joshi Pro Wrestling|Tokyo Joshi Pro Wrestling (lang:en)
Pro Wrestling Wave|Pro Wrestling Wave (lang:en)
World Wonder Ring Stardom|World Wonder Ring Stardom (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
how many times has the saints won the super bowl,1,0,Different answer,LLM-as-a-judge,NQ_table
What is the difference between the number of games the St. Louis Cardinals won at Busch Stadium in the 2011 World Series and the number of games they won at Busch Stadium in the 2011 National League Championship Series,1,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
How many appearance did the American goalkeeper Sean Johnson make with the US men's national soccer team in 2011,1,0,Different answer,LLM-as-a-judge,CompMix_table
The American goalkeeper Sean Johnson played how many game for the US men's national soccer team in 2011,1,0,Different answer,LLM-as-a-judge,CompMix_table
How many goals did Pele scored for Brazil national football team in the year 1971,1,0,Different answer,LLM-as-a-judge,CompMix_table
How many matches has Jan Oblak played for Slovenia national football team in 2014,1,0,Different answer,LLM-as-a-judge,CompMix_table
How many of the teams with Victorian Football League or Australian Football League Grand Finalist history listed in the provided tables also participated in a Grand Final won by Fitzroy Football Club,1,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
"What is the capacity of the mosque that is on the list of largest mosques , and that was opened to the public 22 February 1978","200,000",120000.0,Different answer,LLM-as-a-judge,OTT_QA_dev
What is the Publication date of the Second book of the series His Dark Materials,22 July 1997,1997-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
What is the publication date of the second book The Subtle Knife of the series His Dark Materials,22 July 1997,1997-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_infobox
how is the governor of the bank of england appointed,Monarch on advice from the Prime Minister,monarchy of the United Kingdom,Different answer,LLM-as-a-judge,NQ_table
Who is the Skyfall movie's hero?,Daniel Craig,James Bond|James Bond (lang:en),Different answer,LLM-as-a-judge,CompMix_table
When was released the song I'm Your Angel in United States in the format of Contemporary hit radio,13 October 1998,1998-11-09T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
what channel does thursday night football come on regular tv,NBC,NFL Network|NFL Network (lang:en),Different answer,LLM-as-a-judge,NQ_table
What are the photovoltaic power stations with a capacity larger than 250 Mw ?,Pavagada Solar Park | Benban Solar Park | Mohammed bin Rashid Al Maktoum Solar Park | Copper Mountain Solar Facility | Mount Signal Solar | Rewa Ultra Mega Solar | Solar Star | Kamuthi Solar Power Project | Dau Tieng Solar Power Project | Desert Sunlight Solar Farm | Topaz Solar Farm | Mula Photovoltaic Power Plant | Springbok Solar Farm | Agua Caliente Solar Project | Mesquite Solar project | Cestas Solar Park | Beacon Solar Project | California Flats Solar Project | Silver State South Solar Project | Stateline Solar | Moapa Southern Paiute,"Gujarat Hybrid Renewable Energy Park|Gujarat Hybrid Renewable Energy Park (lang:en)
Western Green Energy Hub|Western Green Energy Hub (lang:en)
Cauchari Solar Plant|Cauchari Solar Plant (lang:en)
Energiepark Witznitz|Energiepark Witznitz (lang:en)
Ibri II Solar Power Plant|Ibri II Solar Power Plant (lang:en)
...|...
Silver State South Solar Project|Silver State South Solar Project (lang:en)
Sonoran Solar Energy|Sonoran Solar Energy (lang:en)
Mula Photovoltaic Power Plant|Mula Photovoltaic Power Plant (lang:en)
cultana Solar Farm|cultana Solar Farm (lang:en)
Cleve Hill Solar Park|Cleve Hill Solar Park (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
The person in their 4th year with the Cougars football team at Houston in 1973 attended a school that is part of what conference,Mountain West Conference,Southwest Conference (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
when did end of the road come out,"June 30, 1992",1992-06-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What is the country of origin of the Black Beauty book?,United States of America,United Kingdom,Different answer,LLM-as-a-judge,CompMix_table
who starred in the film far from the madding crowd,Carey Mulligan | Matthias Schoenaerts | Michael Sheen | Tom Sturridge | Juno Temple,"Jon Gunn|Jon Gunn (lang:en)
Sam Phillips|Sam Phillips (lang:en)
Carey Mulligan|Carey Mulligan (lang:en)
Mark Wingett|Mark Wingett (lang:en)
Juno Temple|Juno Temple (lang:en)
...|...
Harry Peacock|Harry Peacock (lang:en)
Jessica Barden|Jessica Barden (lang:en)
Tom Sturridge|Tom Sturridge (lang:en)
Tilly Vosburgh|Tilly Vosburgh (lang:en)
Victor McGuire|Victor McGuire (lang:en)",Different answer,LLM-as-a-judge,NQ_table
who did dwight howard play for last year,Atlanta Hawks | Charlotte Hornets,Los Angeles Lakers|,Different answer,LLM-as-a-judge,NQ_table
who stars in kevin probably save the world,Jason Ritter | JoAnna Garcia Swisher | Kimberly Hebert Gregory | India de Beaufort | J. August Richards | Chloe East | Dustin Ybarra,"J. August Richards
Brandon Quinn
Michael Harney
Trent Garrett
Kimberly Hebert Gregory
...
Kathleen Wilhoite
Lesley Boone
India de Beaufort
Currie Graham
Richard Masur",Different answer,LLM-as-a-judge,NQ_table
How many total awards did How I Met Your Mother eventually win through its full time on,21,7,Different answer,LLM-as-a-judge,CompMix_infobox
"When was Angels & Demons, the first book in the Robert Landon series, published",01 May 2000,2000-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
Which films did Martin Scorsese make with Leonardo DiCaprio,"['Gangs of New York', 'The Aviator', 'The Departed', 'Shutter Island', 'The Wolf of Wall Street', 'Killers of the Flower Moon']","The Wolf of Wall Street
Gangs of New York
The Departed
The Aviator
Shutter Island
The Concert for New York City
Killers of the Flower Moon",Different answer,LLM-as-a-judge,Monaco_time
What are some existing calendars ?,Vikram samwat | Roman calendar | Attic calendar | Seleucid calendar | Julian calendar | Coptic calendar | Berber calendar | Gaulish calendar | Zoroastrian calendar | Japanese calendar | Islamic calendar | Pyu calendar | Byzantine calendar | Armenian calendar | Florentine calendar | Pisan calendar | Tamil calendar | Nepali calendar | Thai lunar calendar | Jalali calendar | Hebrew calendar | Tibetan calendar | Runic calendar | Gregorian calendar | Javanese calendar | Swedish calendar | Rumi calendar | Thai solar calendar | Revised Julian calendar | Solar Hijri calendar | Soviet calendar | World Calendar | Indian national calendar | Holocene calendar | Juche era calendar | Nanakshahi calendar | Symmetry454 | Igbo calendar,"Pengalantaka|Pengalantaka (lang:en)
Calendário de Mesa|Calendário de Mesa (lang:en)
Tenpō calendar|Tenpō calendar (lang:en)
Egyptian civil calendar|Egyptian civil calendar (lang:en)
Chula Sakarat|Chula Sakarat (lang:en)
English legal calendar|English legal calendar (lang:en)
Sifen calendar|Sifen calendar (lang:en)
Mandaean calendar|Mandaean calendar (lang:en)
Shòushí calendar|Shòushí calendar (lang:en)
Trierer Aderlasskalender|Trierer Aderlasskalender (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
where does the brazos river start and stop,Llano Estacado | Gulf of Mexico,"Double Mountain Fork Brazos River (lang:en)|Gulf of Mexico (lang:en)
Salt Fork Brazos River (lang:en)|Gulf of Mexico (lang:en)",Different answer,LLM-as-a-judge,NQ_table
when did the song things that make you go hmmm come out,"June 23, 1991",1991-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),Different answer,LLM-as-a-judge,CompMix_table
Who is Neymar's current soccer team?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),Different answer,LLM-as-a-judge,CompMix_table
"Where was this Brazilian attacking midfielder who played for Santos FC in 2007 , born who used to play for this club that won six CBD/CBF titles",Porto Alegre,Santos (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
What is the total number of races across all the Formula One World Championship seasons where Lewis Hamilton was the Drivers' Champion and Mercedes was the Constructors' Champion,100,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
who played in the first fifty shades of grey,Dakota Johnson | Jamie Dornan | Jennifer Ehle | Marcia Gay Harden,"Luke Grimes|Luke Grimes (lang:en)
Max Martini|Max Martini (lang:en)
Dylan Neal|Dylan Neal (lang:en)
Megan Danso|Megan Danso (lang:en)
Marcia Gay Harden|Marcia Gay Harden (lang:en)
...|...
Rachel Skarsten|Rachel Skarsten (lang:en)
Christine Willes|Christine Willes (lang:en)
Callum Keith Rennie|Callum Keith Rennie (lang:en)
Jamie Dornan|Jamie Dornan (lang:en)
Victor Rasuk|Victor Rasuk (lang:en)",Different answer,LLM-as-a-judge,NQ_table
language of work of the Dream of the Red Chamber?,Chinese,"Beijing dialect|Beijing dialect (lang:en)
written vernacular Chinese|written vernacular Chinese (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
What are the bridges with a deck height of at least 200 meters ?,Chenab Bridge | Mtentu Bridge | Duge Bridge | Sidu River Bridge | Hegigio Gorge Pipeline Bridge | Beipan River Guanxing Highway Bridge | Liuguanghe Bridge | Royal Gorge Bridge | [[Sidi MCid Bridge]],"Vallée-Jonction Railway Bridge|Vallée-Jonction Railway Bridge (lang:en)|3000.0
Huajiang Canyon Bridge|Huajiang Canyon Bridge (lang:en)|625.0
Thune canal bridge|Thune canal bridge (lang:en)|575.0
Duge Bridge|Duge Bridge (lang:en)|565.0
Sidu River Bridge|Sidu River Bridge (lang:en)|496.0
Puli Bridge|Puli Bridge (lang:en)|485.0
wd:Q119812519||475.0
Navajo Bridge|Navajo Bridge (lang:en)|470.0
Navajo Bridge|Navajo Bridge (lang:en)|467.0
Jin'an Bridge|Jin'an Bridge (lang:en)|461.0",Different answer,LLM-as-a-judge,Qampari_wikitables
How many movies were in the Die Hard series before A Good Day to Die Hard came out in 2013,4,15,Different answer,LLM-as-a-judge,CompMix_table
Which weapons are of the type combat shotgun ?,Armsel Striker | Atchisson AA-12 | Benelli M3 | Benelli M4 | Daewoo Precision Industries USAS-12 | Franchi SPAS-12 | Franchi SPAS-15 | M26 Modular Accessory Shotgun System | Remington Model 870 | Winchester Model 1200 | Winchester Model 1897 | Winchester Model 1912,"Armsel Striker|Armsel Striker (lang:en)
Franchi SPAS-15|Franchi SPAS-15 (lang:en)
Heckler & Koch FABARM FP6|Heckler & Koch FABARM FP6 (lang:en)
SPAS-12|SPAS-12 (lang:en)
Atchisson Assault Shotgun|Atchisson Assault Shotgun (lang:en)
Neostead|Neostead (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
Who played the role of Srikant Tiwari in The Family Man?,Manoj Bajpayee,"Ashish Warang|Ashish Warang (lang:en)
Ashlesha Thakur|Ashlesha Thakur (lang:en)
Zarin Shihab|Zarin Shihab (lang:en)
Manoj Bajpai|Manoj Bajpai (lang:en)
Sharib Hashmi|Sharib Hashmi (lang:en)
Neeraj Madhav|Neeraj Madhav (lang:en)
Pawan Chopra|Pawan Chopra (lang:en)
Priyamani|Priyamani (lang:en)
Shreya Dhanwanthary|Shreya Dhanwanthary (lang:en)
Sharad Kelkar|Sharad Kelkar (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
when was son of a preacher man released,"November 8, 1968",1968-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
Another name of Chelsea F.C. was?,The Blues,"The Blues (lang:en)
The Pensioners (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
which is the largest great lake in north america,Lake Superior,Lake Michigan–Huron|Lake Michigan–Huron (lang:en)|117600.0,Different answer,LLM-as-a-judge,NQ_table
When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,2017-01-06T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
what is the largest man made lake in the us,Lake Oahe,Wynoochee Lake|Wynoochee Lake (lang:en)|989.0,Different answer,LLM-as-a-judge,NQ_table
how many pages are in the book inside out and back again,263,262.0,Different answer,LLM-as-a-judge,NQ_table
"What is the capacity of the mosque that is on the list of largest mosques , and that was one of the first mosques built by Muhammad","1,000,000",600000.0,Different answer,LLM-as-a-judge,OTT_QA_dev
Which actors won both best supporting actor and best actor Oscar awards,"['Denzel Washington', 'Gene Hackman', 'Jack Lemmon', 'Jack Nicholson', 'Kevin Spacey', 'Robert De Niro']","Gene Hackman|Gene Hackman (lang:en)
Kevin Spacey|Kevin Spacey (lang:en)
Robert De Niro|Robert De Niro (lang:en)
Jack Nicholson|Jack Nicholson (lang:en)
Denzel Washington|Denzel Washington (lang:en)
Sean Penn|Sean Penn (lang:en)
Jack Lemmon|Jack Lemmon (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
when was the last time minnesota vikings was in the super bowl,1969,1977-01-09T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
The Netherlands men 's national volleyball team player who has a height of 1.97 m ( 6 ft 6 in ) participated at which volleyball championship,The 2017 Men 's European Volleyball Championship,volleyball at the 1964 Summer Olympics – men's tournament (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
How many gold medals has the United States women's national soccer team won as of 2020,4,0,Different answer,LLM-as-a-judge,CompMix_infobox
As of 2020 how many FIFA Women's World Cup wins does the United States women's national soccer team have,4,0,Different answer,LLM-as-a-judge,CompMix_infobox
As of 2020 how many gold medals has the United States women's national soccer team won,4,0,Different answer,LLM-as-a-judge,CompMix_infobox
How many titles has Chicago Fire FC won in the US Open Cup,4,0,Different answer,LLM-as-a-judge,CompMix_table
when did how you remind me come out,"August 21, 2001",2001-06-28T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
What's the US release date for the second film in the Mad Max series,24 December 1981,1982-05-21T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
types of skiing in the winter olympics 2018,Downhill | Super-G | Giant slalom | Slalom | Slalom – (SC),"cross-country skiing|cross-country skiing (lang:en)
alpine skiing|alpine skiing (lang:en)
freestyle skiing|freestyle skiing (lang:en)
nordic skiing|nordic skiing (lang:en)
ski jumping|ski jumping (lang:en)",Different answer,LLM-as-a-judge,NQ_table
What are the tunnels with a length larger than 13 km ?,"Gotthard Base Tunnel | Seikan Tunnel | Channel Tunnel | Yulhyeon Tunnel | Lötschberg Base Tunnel | New Guanjiao Tunnel 新关角隧道 | Guadarrama Tunnel | West Qinling Tunnel 西秦岭隧道 | Taihang Tunnel 太行山隧道 | Hakkōda Tunnel | Iwate-Ichinohe Tunnel | Wushaoling Tunnel 乌鞘岭隧道 | Simplon, 2 tubes | Vereina | Apennine Base Tunnel | Mount Macdonald Tunnel | Fréjus | [[Mont dAmbin Base Tunnel]] https://www.telt-sas.com/en/the-first-9-km-of-the-base-tunnel-completed/ | Brenner Base Tunnel | Gaoligongshan Tunnel 高黎贡山隧道 | Koralm Tunnel | Oshima Tunnel | Blix Tunnel","Aki Tunnel|Aki Tunnel (lang:en)|13030.0
Shiziping Tunnel|Shiziping Tunnel (lang:en)|13156.0
Sciliar Tunnel|Sciliar Tunnel (lang:en)|13316.0
Wienerwald Tunnel|Wienerwald Tunnel (lang:en)|13356.0
Erlangshan extra-long tunnel|Erlangshan extra-long tunnel (lang:en)|13469.0
...|...|...
Channel Tunnel|Channel Tunnel (lang:en)|50450.0
Channel Tunnel|Channel Tunnel (lang:en)|50450.0
Seikan Tunnel|Seikan Tunnel (lang:en)|53850.0
Seikan Tunnel|Seikan Tunnel (lang:en)|53850.0
Tur‘at al Khadrāwīyah|Tur‘at al Khadrāwīyah (lang:en)|350000.0",Different answer,LLM-as-a-judge,Qampari_wikitables
who came out first batman or spider man,Superman,Batman|Batman (lang:en)|1939-05-27T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
when did drop it like it's hot release,"September 12, 2004",2004-09-27T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
who has the most big ten championships in football,Michigan,Ohio State|3,Different answer,LLM-as-a-judge,NQ_table
who has won more national championships michigan or ohio state,Michigan,Michigan Wolverines football (lang:en)|1,Different answer,LLM-as-a-judge,NQ_table
What is number of Nobel prize winner alumni of each Ivy league school,"[['Columbia University', 46], ['Harvard University', 78], ['Princeton University', 23], ['Brown University', 3], ['Dartmouth College', 3], ['University of Pennsylvania', 8], ['Yale University.', 24], ['Cornell University', 22]]","Harvard University|Harvard University (lang:en)|50
Columbia University|Columbia University (lang:en)|45
Princeton University|Princeton University (lang:en)|15
Yale University|Yale University (lang:en)|14
Cornell University|Cornell University (lang:en)|14
University of Pennsylvania|University of Pennsylvania (lang:en)|5
Brown University|Brown University (lang:en)|1",Different answer,LLM-as-a-judge,Monaco_time
when did the movie napoleon dynamite come out,"June 11, 2004",2004-01-17T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
hart of dixie season 4 how many episodes,10,0,Different answer,LLM-as-a-judge,NQ_table
How many terms were served that were by the party with members in the Rajya Sabha from Maharashtra since 1952 once led by Ghandi,10,0,Different answer,LLM-as-a-judge,OTT_QA_dev
"How many gold medals were won at the 1998 Asian Games in Bangkok , Thailand by the country represented by the wrestling athlete born in Mashhad",10,0,Different answer,LLM-as-a-judge,OTT_QA_dev
